customer_id,company_name,signup_month,acquisition_channel,segment,plan_code,seat_price,initial_seats,country,industry,is_pre_window,churn_month
CUST-00245,Copper Wholesale Ltd,2021-05,events,SMB,Starter,39.0,6,NL,Medical Devices,1,
CUST-00246,Sterling Industrial Works,2021-06,paid_search,MidMarket,Scale,88.0,11,US,Retail,1,
CUST-00247,Beacon Medical Supply Co,2023-03,paid_search,SMB,Growth,62.0,6,GB,Food & Beverage,1,
CUST-00248,Willow Automotive Group,2023-07,paid_search,SMB,Starter,39.0,5,NL,Apparel,1,2024-10
CUST-00249,Anchor Beverage Holdings,2023-07,paid_search,SMB,Growth,62.0,7,AU,Apparel,1,2025-03
CUST-00250,Bright Supply LLC,2022-01,paid_social,MidMarket,Scale,88.0,16,CA,Medical Devices,1,
CUST-00251,Pioneer Fulfilment Works,2023-07,paid_search,SMB,Growth,62.0,6,GB,Food & Beverage,1,
CUST-00252,Sterling Beverage Co,2022-10,outbound_sdr,SMB,Starter,39.0,8,US,Medical Devices,1,2026-04
CUST-00253,Falcon Foods Partners,2023-08,inbound_content,SMB,Starter,39.0,8,SE,Food & Beverage,1,2024-09
CUST-00254,Iron Industrial Partners,2023-04,events,SMB,Starter,39.0,5,GB,Industrial Distribution,1,
CUST-00255,Ridge Fulfilment Holdings,2021-08,outbound_sdr,MidMarket,Scale,88.0,10,DE,Food & Beverage,1,
CUST-00256,Bluff Apparel Holdings,2022-04,outbound_sdr,SMB,Growth,62.0,7,US,Medical Devices,1,
CUST-00257,Bluff Hardware LLC,2021-09,paid_search,SMB,Starter,39.0,6,CA,Medical Devices,1,2024-05
CUST-00258,Kestrel Materials LLC,2021-03,partner,SMB,Starter,39.0,5,SE,Food & Beverage,1,2025-10
CUST-00259,Pioneer Paper Works,2022-09,outbound_sdr,SMB,Growth,62.0,7,GB,Food & Beverage,1,
CUST-00260,Prairie Supply LLC,2021-06,inbound_content,SMB,Growth,62.0,6,DE,Industrial Distribution,1,2024-10
CUST-00261,Beacon Logistics Group,2023-04,inbound_content,SMB,Starter,39.0,7,US,Automotive Parts,1,2024-02
CUST-00262,Orchard Freight Ltd,2022-01,partner,SMB,Starter,39.0,7,US,Apparel,1,
CUST-00263,Anchor Supply Partners,2022-04,paid_search,SMB,Growth,62.0,6,NL,3PL,1,2025-07
CUST-00264,Lakeshore Distribution LLC,2021-04,inbound_content,SMB,Growth,62.0,6,AU,Medical Devices,1,2026-03
CUST-00265,Quarry Medical Supply Co,2023-01,inbound_content,MidMarket,Scale,88.0,13,SE,Apparel,1,2024-09
CUST-00266,Willow Apparel Partners,2021-05,paid_search,MidMarket,Scale,88.0,15,US,Industrial Distribution,1,
CUST-00267,Meridian Supply Co,2023-02,paid_search,SMB,Growth,62.0,7,DE,Automotive Parts,1,
CUST-00268,Trident Supply Holdings,2021-09,outbound_sdr,SMB,Growth,62.0,6,DE,Food & Beverage,1,2025-09
CUST-00269,Prairie Supply Inc,2023-07,paid_social,SMB,Starter,39.0,5,GB,Chemicals,1,2024-10
CUST-00270,Summit Foods Partners,2022-01,outbound_sdr,Enterprise,Enterprise,121.0,26,US,Retail,1,
CUST-00271,Lakeshore Apparel Partners,2023-07,outbound_sdr,SMB,Growth,62.0,7,AU,Industrial Distribution,1,2026-05
CUST-00272,Pioneer Industrial Ltd,2023-03,paid_social,MidMarket,Scale,88.0,14,SE,Apparel,1,
CUST-00273,Summit Wholesale LLC,2023-06,paid_search,SMB,Growth,62.0,8,SE,Retail,1,2024-03
CUST-00274,Sterling Apparel Partners,2021-06,outbound_sdr,MidMarket,Scale,88.0,10,US,Apparel,1,
CUST-00275,Pioneer Wholesale Holdings,2022-08,inbound_content,SMB,Starter,39.0,8,AU,Automotive Parts,1,2025-06
CUST-00276,Granite Apparel Inc,2022-05,paid_search,MidMarket,Scale,88.0,13,DE,Automotive Parts,1,
CUST-00277,Kestrel Materials Inc,2021-03,paid_search,SMB,Growth,62.0,6,US,Chemicals,1,
CUST-00278,Pioneer Paper Ltd,2021-09,paid_search,SMB,Growth,62.0,7,US,Industrial Distribution,1,2024-03
CUST-00279,Harbor Freight Group,2022-03,outbound_sdr,MidMarket,Scale,88.0,15,CA,Automotive Parts,1,
CUST-00280,Northgate Logistics Works,2021-09,outbound_sdr,,Starter,39.0,7,US,Food & Beverage,1,
CUST-00281,Meridian Components Co,2023-03,paid_search,MidMarket,Scale,88.0,10,US,Retail,1,
CUST-00282,Copper Distribution Holdings,2023-06,outbound_sdr,SMB,Starter,39.0,7,US,3PL,1,
CUST-00283,Dune Apparel Holdings,2022-08,outbound_sdr,SMB,Starter,39.0,8,US,3PL,1,
CUST-00284,Falcon Supply Group,2021-06,paid_search,SMB,Starter,39.0,8,DE,Medical Devices,1,2024-02
CUST-00285,Harbor Fulfilment Holdings,2023-04,events,SMB,Starter,39.0,4,US,Industrial Distribution,1,
CUST-00286,Sterling Wholesale Inc,2023-08,paid_search,SMB,Starter,39.0,4,US,Industrial Distribution,1,
CUST-00287,Cedar Packaging Partners,2021-10,inbound_content,SMB,Starter,39.0,6,CA,3PL,1,
CUST-00288,Granite Hardware Partners,2021-07,paid_search,MidMarket,Scale,88.0,16,SE,Medical Devices,1,2023-11
CUST-00289,Granite Industrial Partners,2023-07,outbound_sdr,MidMarket,Scale,88.0,10,SE,Apparel,1,
CUST-00290,Iron Fulfilment LLC,2023-05,inbound_content,,Starter,39.0,5,US,Food & Beverage,1,2024-06
CUST-00291,Meridian Foods Co,2021-03,partner,MidMarket,Scale,88.0,14,SE,3PL,1,
CUST-00292,Beacon Apparel Partners,2021-11,inbound_content,SMB,Growth,62.0,6,US,Medical Devices,1,2025-01
CUST-00293,Trident Components LLC,2022-06,outbound_sdr,SMB,Starter,39.0,8,SE,Food & Beverage,1,2025-11
CUST-00294,Granite Medical Supply Inc,2023-01,paid_social,MidMarket,Scale,88.0,10,US,Chemicals,1,
CUST-00295,Falcon Automotive Ltd,2023-07,paid_social,SMB,Growth,62.0,12,NL,Medical Devices,1,
CUST-00296,Iron Materials Group,2022-06,inbound_content,SMB,Starter,39.0,7,US,Industrial Distribution,1,2024-03
CUST-00297,Dune Beverage Works,2021-05,outbound_sdr,SMB,Starter,39.0,8,SE,Apparel,1,
CUST-00298,Copper Components Group,2022-06,inbound_content,Enterprise,Enterprise,121.0,39,US,Automotive Parts,1,
CUST-00299,Bright Chemicals LLC,2022-01,events,MidMarket,Scale,88.0,12,DE,3PL,1,
CUST-00300,Quarry Materials LLC,2023-03,outbound_sdr,MidMarket,Scale,88.0,19,DE,Retail,1,
CUST-00301,Harbor Distribution Ltd,2021-11,paid_search,SMB,Growth,62.0,11,SE,Medical Devices,1,2025-06
CUST-00302,Halcyon Chemicals Group,2022-07,paid_search,SMB,Starter,39.0,7,CA,Automotive Parts,1,
CUST-00303,Kestrel Freight Group,2021-07,paid_search,SMB,Growth,62.0,7,CA,Automotive Parts,1,2026-04
CUST-00304,Foundry Packaging Ltd,2022-12,paid_search,Enterprise,Enterprise,121.0,26,US,Retail,1,
CUST-00305,Dune Logistics Works,2023-01,partner,SMB,Starter,39.0,8,AU,Chemicals,1,
CUST-00306,Anchor Packaging Ltd,2022-04,outbound_sdr,SMB,Starter,39.0,8,DE,3PL,1,2025-12
CUST-00307,Beacon Medical Supply Holdings,2022-03,inbound_content,MidMarket,Scale,88.0,10,NL,Automotive Parts,1,2024-02
CUST-00308,Summit Beverage Ltd,2021-12,inbound_content,SMB,Starter,39.0,5,AU,Apparel,1,
CUST-00309,Trident Fulfilment Holdings,2021-12,inbound_content,MidMarket,Scale,88.0,10,GB,Medical Devices,1,
CUST-00310,Cedar Paper LLC,2022-01,partner,MidMarket,Scale,88.0,17,NL,Apparel,1,
CUST-00311,Northgate Distribution LLC,2022-02,paid_social,SMB,Starter,39.0,6,US,Apparel,1,
CUST-00312,Pioneer Logistics LLC,2022-07,paid_search,MidMarket,Scale,88.0,12,AU,Retail,1,
CUST-00313,Falcon Hardware Group,2023-05,inbound_content,SMB,Starter,39.0,5,US,Industrial Distribution,1,
CUST-00314,Trident Logistics Co,2022-02,paid_search,SMB,Starter,39.0,7,SE,Chemicals,1,
CUST-00315,Willow Distribution Co,2022-01,paid_search,MidMarket,Scale,88.0,10,AU,Automotive Parts,1,
CUST-00316,Granite Components Works,2022-01,paid_search,SMB,Starter,39.0,7,AU,Medical Devices,1,
CUST-00317,Dune Automotive Partners,2021-06,paid_search,SMB,Growth,62.0,9,SE,Automotive Parts,1,
CUST-00318,Sterling Materials Holdings,2022-03,inbound_content,SMB,Growth,62.0,7,AU,Industrial Distribution,1,2026-01
CUST-00319,Kestrel Hardware Inc,2022-01,paid_social,SMB,Growth,62.0,7,US,Retail,1,2026-03
CUST-00320,Anchor Hardware Holdings,2023-05,paid_social,SMB,Starter,39.0,5,NL,3PL,1,
CUST-00321,Copper Wholesale Ltd,2021-08,partner,SMB,Starter,39.0,4,US,Chemicals,1,
CUST-00322,Dune Materials Partners,2023-07,outbound_sdr,SMB,Growth,62.0,8,CA,Food & Beverage,1,2024-03
CUST-00323,Quarry Materials Partners,2023-02,events,SMB,Growth,62.0,9,CA,Chemicals,1,2026-07
CUST-00324,Summit Fulfilment LLC,2021-09,inbound_content,SMB,Starter,39.0,4,CA,Retail,1,2025-04
CUST-00325,Pioneer Automotive Ltd,2021-08,partner,SMB,Growth,62.0,7,US,Medical Devices,1,2024-09
CUST-00326,Falcon Distribution Co,2023-07,paid_social,SMB,Starter,39.0,7,AU,Food & Beverage,1,2024-09
CUST-00327,Lakeshore Packaging LLC,2022-03,partner,SMB,Starter,39.0,8,NL,Retail,1,
CUST-00328,Harbor Materials Works,2021-07,outbound_sdr,SMB,Starter,39.0,6,NL,Food & Beverage,1,
CUST-00329,Orchard Packaging Holdings,2021-08,inbound_content,SMB,Starter,39.0,8,GB,Automotive Parts,1,2025-12
CUST-00330,Falcon Wholesale Ltd,2022-09,outbound_sdr,SMB,Growth,62.0,8,US,Automotive Parts,1,2025-09
CUST-00331,Cedar Components LLC,2021-08,outbound_sdr,SMB,Starter,39.0,7,US,Medical Devices,1,2026-04
CUST-00332,Bluff Supply Inc,2021-12,outbound_sdr,SMB,Starter,39.0,8,DE,Medical Devices,1,2025-12
CUST-00333,Lakeshore Foods Ltd,2023-03,inbound_content,SMB,Starter,39.0,8,US,Medical Devices,1,2025-02
CUST-00334,Bright Materials Partners,2023-01,inbound_content,SMB,Starter,39.0,7,US,Apparel,1,
CUST-00335,Willow Distribution Holdings,2023-03,inbound_content,Enterprise,Enterprise,121.0,28,GB,Automotive Parts,1,2024-04
CUST-00336,Willow Automotive Works,2021-12,partner,SMB,Growth,62.0,6,US,Retail,1,2025-02
CUST-00337,Meridian Automotive Partners,2021-08,partner,SMB,Starter,39.0,8,GB,Industrial Distribution,1,
CUST-00338,Bluff Chemicals LLC,2022-05,outbound_sdr,SMB,Growth,62.0,9,US,Medical Devices,1,
CUST-00339,Sterling Components Works,2022-06,paid_social,MidMarket,Scale,88.0,33,DE,Apparel,1,
CUST-00340,Harbor Logistics LLC,2023-03,outbound_sdr,SMB,Starter,39.0,8,SE,Retail,1,2024-03
CUST-00341,Willow Wholesale Inc,2023-06,partner,SMB,Starter,39.0,7,CA,Medical Devices,1,2025-10
CUST-00342,Meridian Distribution Partners,2022-05,inbound_content,,Scale,88.0,14,US,3PL,1,2025-05
CUST-00343,Trident Wholesale LLC,2021-09,outbound_sdr,SMB,Starter,39.0,8,US,Industrial Distribution,1,2025-05
CUST-00344,Ridge Automotive LLC,2021-09,paid_social,SMB,Starter,39.0,6,DE,Industrial Distribution,1,2025-06
CUST-00345,Ridge Freight Co,2021-06,inbound_content,SMB,Growth,62.0,7,CA,Automotive Parts,1,
CUST-00346,Cedar Fulfilment Inc,2022-01,paid_search,SMB,Growth,62.0,6,GB,Medical Devices,1,
CUST-00347,Dune Fulfilment Co,2021-11,events,MidMarket,Scale,88.0,10,GB,Industrial Distribution,1,
CUST-00348,Harbor Distribution Inc,2021-08,paid_social,SMB,Starter,39.0,8,US,Apparel,1,
CUST-00349,Orchard Industrial Partners,2023-04,outbound_sdr,MidMarket,Scale,88.0,10,AU,3PL,1,2024-11
CUST-00350,Harbor Fulfilment Works,2022-12,outbound_sdr,SMB,Starter,39.0,4,CA,Industrial Distribution,1,2023-10
CUST-00351,Northgate Medical Supply Works,2022-04,outbound_sdr,SMB,Starter,39.0,5,US,3PL,1,
CUST-00352,Willow Wholesale Co,2022-02,outbound_sdr,SMB,Growth,62.0,6,DE,Chemicals,1,2026-04
CUST-00353,Summit Distribution LLC,2021-03,inbound_content,SMB,Growth,62.0,8,AU,Food & Beverage,1,2024-05
CUST-00354,Prairie Hardware Inc,2023-03,outbound_sdr,MidMarket,Scale,88.0,15,NL,3PL,1,
CUST-00355,Beacon Logistics Inc,2022-07,inbound_content,MidMarket,Scale,88.0,18,US,Medical Devices,1,
CUST-00356,Sterling Medical Supply Partners,2022-08,paid_social,SMB,Growth,62.0,7,US,Apparel,1,2025-11
CUST-00357,Anchor Hardware Holdings,2022-04,partner,SMB,Growth,62.0,6,US,3PL,1,
CUST-00358,Summit Paper Group,2022-11,paid_search,SMB,Starter,39.0,7,AU,Industrial Distribution,1,
CUST-00359,Summit Medical Supply Partners,2022-12,paid_search,MidMarket,Scale,88.0,10,GB,Medical Devices,1,
CUST-00360,Trident Wholesale LLC,2022-07,events,SMB,Starter,39.0,8,CA,Food & Beverage,1,2023-10
CUST-00361,Prairie Industrial Ltd,2023-08,events,SMB,Starter,39.0,7,SE,Food & Beverage,1,2024-06
CUST-00362,Trident Foods Co,2023-01,outbound_sdr,SMB,Starter,39.0,9,AU,Retail,1,
CUST-00363,Quarry Freight Ltd,2023-02,outbound_sdr,MidMarket,Scale,88.0,21,US,3PL,1,
CUST-00364,Falcon Supply Co,2022-06,paid_search,MidMarket,Scale,88.0,13,NL,Automotive Parts,1,
CUST-00365,Lakeshore Medical Supply Works,2022-10,paid_search,SMB,Starter,39.0,9,US,Retail,1,
CUST-00366,Quarry Apparel Ltd,2021-05,paid_search,SMB,Growth,62.0,10,US,Apparel,1,2024-04
CUST-00367,Quarry Logistics Works,2022-07,partner,SMB,Growth,62.0,7,AU,Industrial Distribution,1,2025-08
CUST-00368,Summit Distribution Ltd,2022-03,paid_social,,Scale,88.0,11,US,Automotive Parts,1,
CUST-00369,Prairie Chemicals Group,2022-07,inbound_content,SMB,Growth,62.0,6,US,3PL,1,2025-12
CUST-00370,Halcyon Chemicals Ltd,2021-06,paid_search,MidMarket,Scale,88.0,27,DE,Chemicals,1,
CUST-00371,Northgate Apparel Holdings,2022-09,paid_search,SMB,Growth,62.0,6,AU,Food & Beverage,1,
CUST-00372,Iron Medical Supply LLC,2022-02,partner,SMB,Starter,39.0,6,US,Apparel,1,2025-12
CUST-00373,Sterling Industrial LLC,2021-05,events,MidMarket,Scale,88.0,12,CA,Automotive Parts,1,
CUST-00374,Trident Beverage Inc,2023-01,paid_search,MidMarket,Scale,88.0,16,CA,Food & Beverage,1,
CUST-00375,Falcon Logistics Group,2022-05,paid_search,Enterprise,Enterprise,121.0,30,AU,Medical Devices,1,
CUST-00376,Northgate Hardware Partners,2022-09,paid_search,SMB,Growth,62.0,10,DE,Industrial Distribution,1,2026-02
CUST-00377,Bluff Distribution Partners,2022-11,outbound_sdr,SMB,Growth,62.0,6,US,Chemicals,1,
CUST-00378,Summit Automotive Ltd,2023-05,inbound_content,SMB,Starter,39.0,5,NL,Food & Beverage,1,2026-07
CUST-00379,Trident Chemicals Holdings,2022-09,inbound_content,MidMarket,Scale,88.0,10,US,Retail,1,
CUST-00380,Anchor Materials Partners,2021-08,inbound_content,SMB,Starter,39.0,4,US,Medical Devices,1,2023-10
CUST-00381,Prairie Supply Partners,2023-05,outbound_sdr,,Starter,39.0,7,US,Food & Beverage,1,2025-03
CUST-00382,Beacon Foods Co,2023-01,paid_search,MidMarket,Scale,88.0,19,AU,Retail,1,
CUST-00383,Orchard Supply Inc,2022-07,outbound_sdr,SMB,Starter,39.0,6,CA,Apparel,1,2024-12
CUST-00384,Vantage Apparel Ltd,2021-06,inbound_content,SMB,Starter,39.0,9,SE,Chemicals,1,2024-11
CUST-00385,Ember Paper Partners,2023-01,inbound_content,MidMarket,Scale,88.0,10,AU,Medical Devices,1,
CUST-00386,Northgate Components Works,2023-04,,SMB,Starter,39.0,9,US,3PL,1,2025-12
CUST-00387,Harbor Packaging Ltd,2022-06,paid_search,SMB,Starter,39.0,5,US,Chemicals,1,2024-06
CUST-00388,Foundry Automotive Partners,2022-02,inbound_content,SMB,Starter,39.0,6,US,Retail,1,
CUST-00389,Sterling Medical Supply LLC,2021-07,inbound_content,MidMarket,Scale,88.0,14,DE,Apparel,1,
CUST-00390,Falcon Industrial Group,2022-09,paid_social,SMB,Starter,39.0,7,US,3PL,1,2025-08
CUST-00391,Ember Logistics Group,2021-11,paid_search,SMB,Starter,39.0,7,CA,Medical Devices,1,2026-08
CUST-00392,Trident Freight LLC,2022-07,partner,Enterprise,Enterprise,121.0,52,US,Automotive Parts,1,
CUST-00393,Copper Foods Inc,2022-03,paid_search,SMB,Growth,62.0,10,US,Retail,1,
CUST-00394,Kestrel Logistics LLC,2021-05,partner,SMB,,62.0,6,US,Automotive Parts,1,2024-11
CUST-00395,Iron Logistics Inc,2021-05,paid_search,SMB,Starter,39.0,6,DE,Medical Devices,1,
CUST-00396,Cedar Industrial Holdings,2023-07,paid_search,MidMarket,Scale,88.0,31,US,Retail,1,
CUST-00397,Copper Industrial Works,2023-02,paid_search,SMB,Growth,62.0,6,US,Medical Devices,1,2024-07
CUST-00398,Vantage Chemicals Inc,2021-04,paid_search,SMB,Starter,39.0,8,DE,Medical Devices,1,
CUST-00399,Kestrel Apparel Co,2022-12,events,SMB,Growth,62.0,8,CA,Food & Beverage,1,2025-02
CUST-00400,Orchard Materials Co,2022-06,paid_search,SMB,Growth,62.0,10,DE,Chemicals,1,2024-11
CUST-00401,Falcon Chemicals Inc,2022-09,paid_search,SMB,Growth,62.0,7,DE,Apparel,1,
CUST-00402,Copper Automotive LLC,2022-12,outbound_sdr,SMB,Starter,39.0,9,DE,Industrial Distribution,1,
CUST-00403,Pioneer Automotive Works,2023-07,partner,SMB,Growth,62.0,6,US,Automotive Parts,1,2025-08
CUST-00404,Quarry Chemicals Group,2021-11,inbound_content,SMB,Growth,62.0,6,US,Industrial Distribution,1,
CUST-00405,Orchard Supply Works,2022-02,paid_search,MidMarket,Scale,88.0,15,US,Retail,1,
CUST-00406,Ember Apparel Ltd,2021-05,,SMB,Starter,39.0,5,NL,Food & Beverage,1,2025-11
CUST-00407,Pioneer Beverage Co,2023-08,paid_search,SMB,Starter,39.0,9,NL,Medical Devices,1,
CUST-00408,Northgate Beverage Group,2021-08,inbound_content,SMB,Growth,62.0,7,US,Apparel,1,2024-05
CUST-00409,Anchor Fulfilment LLC,2021-12,paid_search,MidMarket,Scale,88.0,10,NL,Food & Beverage,1,2024-08
CUST-00410,Summit Beverage Co,2022-08,paid_social,SMB,Starter,39.0,6,US,Food & Beverage,1,2023-10
CUST-00411,Orchard Fulfilment Group,2022-07,paid_search,SMB,Growth,62.0,7,CA,Medical Devices,1,2026-01
CUST-00412,Lakeshore Industrial Inc,2022-02,partner,,Starter,39.0,5,NL,Apparel,1,2024-05
CUST-00413,Ember Medical Supply Ltd,2021-12,paid_search,SMB,Starter,39.0,7,SE,Chemicals,1,2024-02
CUST-00414,Bright Packaging Works,2023-08,paid_search,MidMarket,Scale,88.0,12,CA,Industrial Distribution,1,
CUST-00415,Vantage Automotive Ltd,2021-08,events,SMB,Growth,62.0,7,US,Food & Beverage,1,
CUST-00416,Willow Packaging Partners,2021-10,inbound_content,SMB,Growth,62.0,8,US,Medical Devices,1,2024-12
CUST-00417,Meridian Packaging LLC,2022-02,partner,SMB,Growth,62.0,6,US,Retail,1,2023-12
CUST-00418,Ridge Beverage Partners,2021-11,paid_search,MidMarket,Scale,88.0,10,US,Food & Beverage,1,2025-12
CUST-00419,Orchard Supply Co,2023-04,paid_search,SMB,Starter,39.0,7,CA,Industrial Distribution,1,2024-03
CUST-00420,Bright Medical Supply Works,2022-01,paid_search,SMB,Starter,39.0,7,US,Industrial Distribution,1,2024-06
CUST-00421,Bright Apparel LLC,2023-04,paid_search,SMB,Growth,62.0,6,NL,Food & Beverage,1,
CUST-00422,Anchor Medical Supply Holdings,2022-10,partner,,Starter,39.0,9,CA,Industrial Distribution,1,
CUST-00423,Willow Fulfilment Partners,2023-05,paid_search,SMB,Starter,39.0,8,NL,Retail,1,
CUST-00424,Granite Materials Co,2023-05,paid_search,SMB,Growth,62.0,6,CA,Chemicals,1,
CUST-00425,Quarry Medical Supply Group,2023-07,inbound_content,Enterprise,Enterprise,121.0,47,US,3PL,1,
CUST-00426,Orchard Packaging LLC,2023-08,events,SMB,Growth,62.0,9,US,Automotive Parts,1,2026-08
CUST-00427,Willow Packaging Holdings,2023-04,paid_social,MidMarket,Scale,88.0,10,US,Retail,1,
CUST-00428,Ridge Apparel Holdings,2023-06,inbound_content,SMB,Starter,39.0,7,AU,3PL,1,2026-06
CUST-00429,Bluff Foods Inc,2023-05,inbound_content,SMB,Starter,39.0,4,GB,Retail,1,2024-11
CUST-00430,Anchor Foods Inc,2022-02,events,MidMarket,Scale,88.0,11,AU,Chemicals,1,2024-07
CUST-00431,Falcon Components Ltd,2022-04,inbound_content,SMB,Growth,62.0,6,CA,Industrial Distribution,1,2026-01
CUST-00432,Sterling Hardware Ltd,2023-06,inbound_content,SMB,Growth,62.0,8,GB,Automotive Parts,1,2024-09
CUST-00433,Ridge Beverage LLC,2022-08,paid_social,SMB,Growth,62.0,8,US,Retail,1,2025-03
CUST-00434,Granite Components Works,2021-04,outbound_sdr,MidMarket,Scale,88.0,17,AU,Food & Beverage,1,
CUST-00435,Kestrel Fulfilment Partners,2021-12,outbound_sdr,SMB,Starter,39.0,6,US,Retail,1,2025-04
CUST-00436,Ember Wholesale LLC,2021-09,paid_search,SMB,Growth,62.0,6,NL,Retail,1,2026-05
CUST-00437,Sterling Freight LLC,2022-07,partner,,Enterprise,121.0,27,US,Apparel,1,
CUST-00438,Northgate Automotive Inc,2021-06,paid_search,SMB,Starter,39.0,4,CA,Apparel,1,
CUST-00439,Trident Foods LLC,2022-06,outbound_sdr,SMB,Starter,39.0,6,US,Medical Devices,1,
CUST-00440,Lakeshore Hardware Holdings,2021-09,partner,,Starter,39.0,7,US,Industrial Distribution,1,2023-12
CUST-00441,Harbor Supply Ltd,2023-08,inbound_content,SMB,Starter,39.0,4,AU,Retail,1,2023-10
CUST-00442,Prairie Medical Supply Ltd,2022-01,inbound_content,SMB,Starter,39.0,4,GB,3PL,1,
CUST-00443,Willow Materials Ltd,2023-03,inbound_content,MidMarket,Scale,88.0,16,AU,Apparel,1,2024-02
CUST-00444,Kestrel Packaging LLC,2021-05,paid_search,SMB,Starter,39.0,7,AU,Food & Beverage,1,
CUST-00445,Northgate Freight Group,2021-08,paid_search,SMB,Starter,39.0,7,US,Industrial Distribution,1,
CUST-00446,Beacon Foods Inc,2021-03,partner,MidMarket,Scale,88.0,10,AU,3PL,1,
CUST-00447,Lakeshore Logistics Group,2023-08,inbound_content,SMB,Growth,62.0,12,NL,Medical Devices,1,2025-08
CUST-00448,Orchard Freight Holdings,2021-03,paid_search,SMB,Growth,62.0,7,SE,Automotive Parts,1,2025-03
CUST-00449,Meridian Medical Supply Ltd,2021-03,events,,Starter,39.0,6,GB,Chemicals,1,2024-09
CUST-00450,Halcyon Fulfilment Group,2022-12,paid_search,SMB,Growth,62.0,7,GB,Apparel,1,
CUST-00451,Anchor Distribution Holdings,2022-12,outbound_sdr,Enterprise,Enterprise,121.0,20,GB,3PL,1,
CUST-00452,Halcyon Beverage Inc,2022-10,paid_social,SMB,Growth,62.0,6,NL,Industrial Distribution,1,
CUST-00453,Anchor Logistics Co,2023-09,paid_search,MidMarket,Scale,88.0,25,SE,Apparel,0,2026-04
CUST-00454,Trident Medical Supply Partners,2023-09,paid_search,SMB,Growth,62.0,6,US,Chemicals,0,
CUST-00455,Northgate Paper Group,2023-09,paid_search,MidMarket,Scale,88.0,39,US,Medical Devices,0,
CUST-00456,Granite Wholesale Works,2023-09,outbound_sdr,MidMarket,Scale,88.0,21,US,Food & Beverage,0,
CUST-00457,Sterling Chemicals Holdings,2023-09,outbound_sdr,MidMarket,Scale,88.0,25,US,Chemicals,0,2024-08
CUST-00458,Copper Fulfilment Inc,2023-09,outbound_sdr,SMB,Growth,62.0,10,SE,Apparel,0,
CUST-00459,Foundry Components Co,2023-10,paid_search,SMB,Growth,62.0,6,AU,Apparel,0,2024-02
CUST-00460,Sterling Supply Works,2023-10,paid_search,SMB,Growth,62.0,7,US,Medical Devices,0,2025-04
CUST-00461,Pioneer Medical Supply Ltd,2023-10,paid_search,SMB,Growth,62.0,12,US,Automotive Parts,0,
CUST-00462,Harbor Hardware Holdings,2023-10,partner,MidMarket,Scale,88.0,25,US,Food & Beverage,0,
CUST-00463,Orchard Logistics Partners,2023-11,paid_search,SMB,Growth,62.0,9,US,3PL,0,2024-02
CUST-00464,Kestrel Beverage Co,2023-11,paid_search,MidMarket,Scale,88.0,44,US,3PL,0,
CUST-00465,Cedar Logistics Group,2023-11,paid_search,MidMarket,Scale,88.0,22,NL,Automotive Parts,0,
CUST-00466,Orchard Distribution Works,2023-11,paid_search,MidMarket,,88.0,25,GB,Automotive Parts,0,
CUST-00467,Bright Materials Inc,2023-11,paid_search,SMB,Growth,62.0,10,SE,Apparel,0,2025-07
CUST-00468,Beacon Materials Inc,2023-11,,SMB,Growth,62.0,10,GB,Automotive Parts,0,
CUST-00469,Sterling Packaging Holdings,2023-12,paid_search,SMB,Growth,62.0,8,AU,3PL,0,2026-04
CUST-00470,Granite Logistics Ltd,2023-12,paid_social,SMB,Growth,62.0,8,US,Chemicals,0,2025-03
CUST-00471,Prairie Distribution Ltd,2023-12,paid_social,SMB,Growth,62.0,11,SE,Food & Beverage,0,2025-03
CUST-00472,Prairie Materials Works,2024-01,paid_search,SMB,Growth,62.0,7,NL,3PL,0,2024-10
CUST-00473,Orchard Materials Ltd,2024-01,paid_search,SMB,Growth,62.0,8,US,Automotive Parts,0,
CUST-00474,Prairie Automotive Works,2024-01,paid_search,SMB,Growth,62.0,8,NL,Medical Devices,0,2024-03
CUST-00475,Harbor Distribution LLC,2024-01,paid_search,MidMarket,Scale,88.0,27,CA,Industrial Distribution,0,
CUST-00476,Trident Freight Holdings,2024-01,inbound_content,Enterprise,Enterprise,121.0,42,US,Chemicals,0,
CUST-00477,Foundry Beverage LLC,2024-01,outbound_sdr,MidMarket,Scale,88.0,21,NL,Industrial Distribution,0,
CUST-00478,Pioneer Chemicals Holdings,2024-02,paid_search,Enterprise,Enterprise,121.0,78,US,Automotive Parts,0,
CUST-00479,Orchard Components Works,2024-03,paid_search,Enterprise,Enterprise,121.0,50,US,Retail,0,
CUST-00480,Falcon Hardware LLC,2024-03,paid_search,MidMarket,Scale,88.0,28,US,Medical Devices,0,
CUST-00481,Quarry Hardware Group,2024-03,paid_search,SMB,Growth,62.0,15,AU,Retail,0,
CUST-00482,Northgate Chemicals Inc,2024-03,paid_search,Enterprise,Enterprise,121.0,48,US,Chemicals,0,
CUST-00483,Northgate Apparel Works,2024-03,inbound_content,MidMarket,Scale,88.0,49,US,Industrial Distribution,0,2024-05
CUST-00484,Prairie Materials Group,2024-03,outbound_sdr,SMB,Growth,62.0,9,US,Automotive Parts,0,
CUST-00485,Orchard Supply Works,2024-04,paid_search,SMB,Growth,62.0,9,SE,3PL,0,
CUST-00486,Bluff Packaging Co,2024-04,paid_search,MidMarket,Scale,88.0,22,AU,Medical Devices,0,
