billing_id,customer_id,subscription_id,billing_month,record_type,seats,seat_price,mrr_amount,plan_code,currency,source_system,created_at
10276,CUST-00370,SUB-00370,2023-10,recurring,27,88.0,2376.0,Scale,USD,billing_v1,2023-10-01
10312,CUST-00371,SUB-00371,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
10348,CUST-00372,SUB-00372,2023-10,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-10-01
10375,CUST-00373,SUB-00373,2023-10,recurring,12,88.0,1056.0,Scale,USD,billing_v1,2023-10-01
10411,CUST-00374,SUB-00374,2023-10,recurring,16,88.0,1408.0,Scale,USD,billing_v1,2023-10-01
10447,CUST-00375,SUB-00375,2023-10,recurring,30,121.0,3630.0,Enterprise,USD,billing_v1,2023-10-01
10483,CUST-00376,SUB-00376,2023-10,recurring,9,62.0,558.0,Growth,USD,billing_v1,2023-10-01
10512,CUST-00377,SUB-00377,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
10548,CUST-00378,SUB-00378,2023-10,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-10-01
10582,CUST-00379,SUB-00379,2023-10,recurring,8,88.0,704.0,Scale,USD,billing_v1,2023-10-01
10619,CUST-00381,SUB-00381,2023-10,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-10-01
10637,CUST-00382,SUB-00382,2023-10,recurring,19,88.0,1672.0,Scale,USD,billing_v1,2023-10-01
10673,CUST-00383,SUB-00383,2023-10,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-10-01
10688,CUST-00384,SUB-00384,2023-10,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-10-01
10702,CUST-00385,SUB-00385,2023-10,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-10-01
10738,CUST-00386,SUB-00386,2023-10,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-10-01
10765,CUST-00387,SUB-00387,2023-10,recurring,5,39.0,195.0,Starter,USD,billing_v1,2023-10-01
10774,CUST-00388,SUB-00388,2023-10,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-10-01
10810,CUST-00389,SUB-00389,2023-10,recurring,14,88.0,1232.0,Scale,USD,billing_v1,2023-10-01
10846,CUST-00390,SUB-00390,2023-10,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-10-01
10869,CUST-00391,SUB-00391,2023-10,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-10-01
10904,CUST-00392,SUB-00392,2023-10,recurring,52,121.0,6292.0,Enterprise,USD,billing_v1,2023-10-01
10940,CUST-00393,SUB-00393,2023-10,recurring,10,62.0,620.0,Growth,USD,billing_v1,2023-10-01
10976,CUST-00394,SUB-00394,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
10990,CUST-00395,SUB-00395,2023-10,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-10-01
11026,CUST-00396,SUB-00396,2023-10,recurring,31,88.0,2728.0,Scale,USD,billing_v1,2023-10-01
11062,CUST-00397,SUB-00397,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
11072,CUST-00398,SUB-00398,2023-10,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-10-01
11108,CUST-00399,SUB-00399,2023-10,recurring,8,62.0,496.0,Growth,USD,billing_v1,2023-10-01
11125,CUST-00400,SUB-00400,2023-10,recurring,10,62.0,620.0,Growth,USD,billing_v1,2023-10-01
11139,CUST-00401,SUB-00401,2023-10,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-10-01
11175,CUST-00402,SUB-00402,2023-10,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-10-01
11211,CUST-00403,SUB-00403,2023-10,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-10-01
11234,CUST-00404,SUB-00404,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
11270,CUST-00405,SUB-00405,2023-10,recurring,15,88.0,1320.0,Scale,USD,billing_v1,2023-10-01
11306,CUST-00406,SUB-00406,2023-10,recurring,5,39.0,195.0,Starter,USD,billing_v1,2023-10-01
11332,CUST-00407,SUB-00407,2023-10,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-10-01
11368,CUST-00408,SUB-00408,2023-10,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-10-01
11376,CUST-00409,SUB-00409,2023-10,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-10-01
11388,CUST-00411,SUB-00411,2023-10,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-10-01
11416,CUST-00412,SUB-00412,2023-10,recurring,5,39.0,195.0,Starter,USD,billing_v1,2023-10-01
11424,CUST-00413,SUB-00413,2023-10,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-10-01
11429,CUST-00414,SUB-00414,2023-10,recurring,12,88.0,1056.0,Scale,USD,billing_v1,2023-10-01
11465,CUST-00415,SUB-00415,2023-10,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-10-01
11501,CUST-00416,SUB-00416,2023-10,recurring,8,62.0,496.0,Growth,USD,billing_v1,2023-10-01
11516,CUST-00417,SUB-00417,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
11519,CUST-00418,SUB-00418,2023-10,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-10-01
11546,CUST-00419,SUB-00419,2023-10,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-10-01
17232,CUST-00420,SUB-00420,2023-10,credit_memo,0,0.0,-133.88,Starter,USD,billing_v1,2023-12-01
11552,CUST-00420,SUB-00420,2023-10,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-10-01
11561,CUST-00421,SUB-00421,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
11597,CUST-00422,SUB-00422,2023-10,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-10-01
11633,CUST-00423,SUB-00423,2023-10,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-10-01
11669,CUST-00424,SUB-00424,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
11705,CUST-00425,SUB-00425,2023-10,recurring,47,121.0,5687.0,Enterprise,USD,billing_v1,2023-10-01
11741,CUST-00426,SUB-00426,2023-10,recurring,9,62.0,558.0,Growth,USD,billing_v1,2023-10-01
11776,CUST-00427,SUB-00427,2023-10,recurring,11,88.0,968.0,Scale,USD,billing_v1,2023-10-01
11812,CUST-00428,SUB-00428,2023-10,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-10-01
11845,CUST-00429,SUB-00429,2023-10,recurring,4,39.0,156.0,Starter,USD,billing_v1,2023-10-01
11859,CUST-00430,SUB-00430,2023-10,recurring,11,88.0,968.0,Scale,USD,billing_v1,2023-10-01
11869,CUST-00431,SUB-00431,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
11897,CUST-00432,SUB-00432,2023-10,recurring,8,62.0,496.0,Growth,USD,billing_v1,2023-10-01
11909,CUST-00433,SUB-00433,2023-10,recurring,8,62.0,496.0,Growth,USD,billing_v1,2023-10-01
11927,CUST-00434,SUB-00434,2023-10,recurring,19,88.0,1672.0,Scale,USD,billing_v1,2023-10-01
11963,CUST-00435,SUB-00435,2023-10,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-10-01
11982,CUST-00436,SUB-00436,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
12014,CUST-00437,SUB-00437,2023-10,recurring,27,121.0,3267.0,Enterprise,USD,billing_v1,2023-10-01
12050,CUST-00438,SUB-00438,2023-10,recurring,4,39.0,156.0,Starter,USD,billing_v1,2023-10-01
12086,CUST-00439,SUB-00439,2023-10,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-10-01
12122,CUST-00440,SUB-00440,2023-10,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-10-01
12126,CUST-00442,SUB-00442,2023-10,recurring,4,39.0,156.0,Starter,USD,billing_v1,2023-10-01
12162,CUST-00443,SUB-00443,2023-10,recurring,16,88.0,1408.0,Scale,USD,billing_v1,2023-10-01
12167,CUST-00444,SUB-00444,2023-10,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-10-01
12203,CUST-00445,SUB-00445,2023-10,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-10-01
12239,CUST-00446,SUB-00446,2023-10,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-10-01
12275,CUST-00447,SUB-00447,2023-10,recurring,12,62.0,744.0,Growth,USD,billing_v1,2023-10-01
12298,CUST-00448,SUB-00448,2023-10,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-10-01
12316,CUST-00449,SUB-00449,2023-10,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-10-01
12328,CUST-00450,SUB-00450,2023-10,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-10-01
12364,CUST-00451,SUB-00451,2023-10,recurring,20,121.0,2420.0,Enterprise,USD,billing_v1,2023-10-01
12400,CUST-00452,SUB-00452,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
12436,CUST-00453,SUB-00453,2023-10,recurring,25,88.0,2200.0,Scale,USD,billing_v1,2023-10-01
12467,CUST-00454,SUB-00454,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
12503,CUST-00455,SUB-00455,2023-10,recurring,39,88.0,3432.0,Scale,USD,billing_v1,2023-10-01
12539,CUST-00456,SUB-00456,2023-10,recurring,21,88.0,1848.0,Scale,USD,billing_v1,2023-10-01
12575,CUST-00457,SUB-00457,2023-10,recurring,25,88.0,2200.0,Scale,USD,billing_v1,2023-10-01
12586,CUST-00458,SUB-00458,2023-10,recurring,10,62.0,620.0,Growth,USD,billing_v1,2023-10-01
12621,CUST-00459,SUB-00459,2023-10,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-10-01
12625,CUST-00460,SUB-00460,2023-10,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-10-01
12643,CUST-00461,SUB-00461,2023-10,recurring,12,62.0,744.0,Growth,USD,billing_v1,2023-10-01
12678,CUST-00462,SUB-00462,2023-10,recurring,25,88.0,2200.0,Scale,USD,billing_v1,2023-10-01
17306,CUST-90007,SUB-90007,2023-10,recurring,26,62.0,1886.39,Growth,USD,billing_v1,2023-10-01
3,CUST-00001,SUB-00001,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
16,CUST-00002,SUB-00002,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
52,CUST-00003,SUB-00003,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
75,CUST-00004,SUB-00004,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
111,CUST-00005,SUB-00005,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
147,CUST-00006,SUB-00006,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
154,CUST-00007,SUB-00007,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
17066,CUST-00008,SUB-00008,2023-11,credit_memo,0,0.0,-158.17,Growth,USD,billing_v1,2024-01-01
165,CUST-00008,SUB-00008,2023-11,recurring,5,62.0,310.0,Growth,USD,billing_v1,2023-11-01
191,CUST-00009,SUB-00009,2023-11,recurring,9,62.0,558.0,Growth,USD,billing_v1,2023-11-01
223,CUST-00010,SUB-00010,2023-11,recurring,25,121.0,3025.0,Enterprise,USD,billing_v1,2023-11-01
259,CUST-00011,SUB-00011,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
295,CUST-00012,SUB-00012,2023-11,recurring,11,88.0,968.0,Scale,USD,billing_v1,2023-11-01
17068,CUST-00013,SUB-00013,2023-11,credit_memo,0,0.0,-143.99,Starter,USD,billing_v1,2024-01-01
331,CUST-00013,SUB-00013,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
341,CUST-00014,SUB-00014,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
377,CUST-00015,SUB-00015,2023-11,recurring,9,62.0,558.0,Growth,USD,billing_v1,2023-11-01
380,CUST-00016,SUB-00016,2023-11,recurring,8,62.0,496.0,Growth,USD,billing_v1,2023-11-01
416,CUST-00017,SUB-00017,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
452,CUST-00018,SUB-00018,2023-11,recurring,8,62.0,496.0,Growth,USD,billing_v1,2023-11-01
456,CUST-00019,SUB-00019,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
490,CUST-00020,SUB-00020,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
526,CUST-00021,SUB-00021,2023-11,recurring,23,88.0,2024.0,Scale,USD,billing_v1,2023-11-01
562,CUST-00022,SUB-00022,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
598,CUST-00023,SUB-00023,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
634,CUST-00024,SUB-00024,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
660,CUST-00026,SUB-00026,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
681,CUST-00027,SUB-00027,2023-11,recurring,4,39.0,156.0,Starter,USD,billing_v1,2023-11-01
717,CUST-00028,SUB-00028,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
753,CUST-00029,SUB-00029,2023-11,recurring,19,88.0,1672.0,Scale,USD,billing_v1,2023-11-01
789,CUST-00030,SUB-00030,2023-11,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-11-01
825,CUST-00031,SUB-00031,2023-11,recurring,28,121.0,3388.0,Enterprise,USD,billing_v1,2023-11-01
861,CUST-00032,SUB-00032,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
897,CUST-00033,SUB-00033,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
918,CUST-00035,SUB-00035,2023-11,recurring,18,88.0,1584.0,Scale,USD,billing_v1,2023-11-01
954,CUST-00036,SUB-00036,2023-11,recurring,8,62.0,496.0,Growth,USD,billing_v1,2023-11-01
971,CUST-00037,SUB-00037,2023-11,recurring,12,88.0,1056.0,Scale,USD,billing_v1,2023-11-01
1007,CUST-00038,SUB-00038,2023-11,recurring,17,121.0,2057.0,Enterprise,USD,billing_v1,2023-11-01
1043,CUST-00039,SUB-00039,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
1079,CUST-00040,SUB-00040,2023-11,recurring,9,62.0,558.0,Growth,USD,billing_v1,2023-11-01
1087,CUST-00041,SUB-00041,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
1109,CUST-00042,SUB-00042,2023-11,recurring,5,39.0,195.0,Starter,USD,billing_v1,2023-11-01
1125,CUST-00043,SUB-00043,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
1161,CUST-00044,SUB-00044,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
1178,CUST-00045,SUB-00045,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
1214,CUST-00046,SUB-00046,2023-11,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-11-01
1251,CUST-00048,SUB-00048,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
1287,CUST-00049,SUB-00049,2023-11,recurring,9,62.0,558.0,Growth,USD,billing_v1,2023-11-01
1307,CUST-00050,SUB-00050,2023-11,recurring,19,88.0,1672.0,Scale,USD,billing_v1,2023-11-01
1343,CUST-00051,SUB-00051,2023-11,recurring,23,88.0,2024.0,Scale,USD,billing_v1,2023-11-01
1379,CUST-00052,SUB-00052,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
1415,CUST-00053,SUB-00053,2023-11,recurring,27,121.0,3267.0,Enterprise,USD,billing_v1,2023-11-01
1443,CUST-00055,SUB-00055,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
1479,CUST-00056,SUB-00056,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
1509,CUST-00057,SUB-00057,2023-11,recurring,8,62.0,496.0,Growth,USD,billing_v1,2023-11-01
1545,CUST-00058,SUB-00058,2023-11,recurring,5,39.0,195.0,Starter,USD,billing_v1,2023-11-01
1561,CUST-00059,SUB-00059,2023-11,recurring,16,88.0,1408.0,Scale,USD,billing_v1,2023-11-01
1597,CUST-00060,SUB-00060,2023-11,recurring,15,88.0,1320.0,Scale,USD,billing_v1,2023-11-01
1609,CUST-00061,SUB-00061,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
1645,CUST-00062,SUB-00062,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
1681,CUST-00063,SUB-00063,2023-11,recurring,35,121.0,4235.0,Enterprise,USD,billing_v1,2023-11-01
1717,CUST-00064,SUB-00064,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
1753,CUST-00065,SUB-00065,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
1789,CUST-00066,SUB-00066,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
1808,CUST-00067,SUB-00067,2023-11,recurring,11,88.0,968.0,Scale,USD,billing_v1,2023-11-01
1844,CUST-00068,SUB-00068,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
1848,CUST-00069,SUB-00069,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
1884,CUST-00070,SUB-00070,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
1887,CUST-00071,SUB-00071,2023-11,recurring,8,62.0,496.0,Growth,USD,billing_v1,2023-11-01
1907,CUST-00072,SUB-00072,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
1943,CUST-00073,SUB-00073,2023-11,recurring,27,121.0,3267.0,Enterprise,USD,billing_v1,2023-11-01
1979,CUST-00074,SUB-00074,2023-11,recurring,11,88.0,968.0,Scale,USD,billing_v1,2023-11-01
2015,CUST-00075,SUB-00075,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
2033,CUST-00076,SUB-00076,2023-11,recurring,20,88.0,1760.0,Scale,USD,billing_v1,2023-11-01
2069,CUST-00077,SUB-00077,2023-11,recurring,15,121.0,1815.0,Enterprise,USD,billing_v1,2023-11-01
2105,CUST-00078,SUB-00078,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
2122,CUST-00079,SUB-00079,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
2158,CUST-00080,SUB-00080,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
2194,CUST-00081,SUB-00081,2023-11,recurring,9,62.0,558.0,Growth,USD,billing_v1,2023-11-01
2230,CUST-00082,SUB-00082,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
2259,CUST-00083,SUB-00083,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
2276,CUST-00084,SUB-00084,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
2312,CUST-00085,SUB-00085,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
2348,CUST-00086,SUB-00086,2023-11,recurring,11,88.0,968.0,Scale,USD,billing_v1,2023-11-01
2384,CUST-00087,SUB-00087,2023-11,recurring,5,39.0,195.0,Starter,USD,billing_v1,2023-11-01
2408,CUST-00088,SUB-00088,2023-11,recurring,12,88.0,1056.0,Scale,USD,billing_v1,2023-11-01
2444,CUST-00089,SUB-00089,2023-11,recurring,5,39.0,195.0,Starter,USD,billing_v1,2023-11-01
2480,CUST-00090,SUB-00090,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
2496,CUST-00091,SUB-00091,2023-11,recurring,25,121.0,3025.0,Enterprise,USD,billing_v1,2023-11-01
2532,CUST-00092,SUB-00092,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
2558,CUST-00093,SUB-00093,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
2565,CUST-00094,SUB-00094,2023-11,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-11-01
2598,CUST-00095,SUB-00095,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
2634,CUST-00096,SUB-00096,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
2670,CUST-00097,SUB-00097,2023-11,recurring,8,62.0,496.0,Growth,USD,billing_v1,2023-11-01
2687,CUST-00098,SUB-00098,2023-11,recurring,11,88.0,968.0,Scale,USD,billing_v1,2023-11-01
2723,CUST-00099,SUB-00099,2023-11,recurring,36,121.0,4356.0,Enterprise,USD,billing_v1,2023-11-01
2759,CUST-00100,SUB-00100,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
2795,CUST-00101,SUB-00101,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
2831,CUST-00102,SUB-00102,2023-11,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-11-01
2867,CUST-00103,SUB-00103,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
2903,CUST-00104,SUB-00104,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
2939,CUST-00105,SUB-00105,2023-11,recurring,12,88.0,1056.0,Scale,USD,billing_v1,2023-11-01
2975,CUST-00106,SUB-00106,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
2987,CUST-00107,SUB-00107,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
3023,CUST-00108,SUB-00108,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
3034,CUST-00109,SUB-00109,2023-11,recurring,5,39.0,195.0,Starter,USD,billing_v1,2023-11-01
3070,CUST-00110,SUB-00110,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
3076,CUST-00111,SUB-00111,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
3083,CUST-00112,SUB-00112,2023-11,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-11-01
3111,CUST-00113,SUB-00113,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
3147,CUST-00114,SUB-00114,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
3183,CUST-00115,SUB-00115,2023-11,recurring,11,88.0,968.0,Scale,USD,billing_v1,2023-11-01
3219,CUST-00116,SUB-00116,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
3255,CUST-00117,SUB-00117,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
3291,CUST-00118,SUB-00118,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
3327,CUST-00119,SUB-00119,2023-11,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-11-01
3363,CUST-00120,SUB-00120,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
3383,CUST-00121,SUB-00121,2023-11,recurring,15,121.0,1815.0,Enterprise,USD,billing_v1,2023-11-01
17120,CUST-00122,SUB-00122,2023-11,credit_memo,0,0.0,-135.46,Starter,USD,billing_v1,2024-01-01
3419,CUST-00122,SUB-00122,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
3455,CUST-00123,SUB-00123,2023-11,recurring,17,88.0,1496.0,Scale,USD,billing_v1,2023-11-01
3491,CUST-00124,SUB-00124,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
3502,CUST-00125,SUB-00125,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
3538,CUST-00126,SUB-00126,2023-11,recurring,9,62.0,558.0,Growth,USD,billing_v1,2023-11-01
3574,CUST-00127,SUB-00127,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
3610,CUST-00128,SUB-00128,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
3646,CUST-00129,SUB-00129,2023-11,recurring,3,39.0,117.0,Starter,USD,billing_v1,2023-11-01
3682,CUST-00130,SUB-00130,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
3718,CUST-00131,SUB-00131,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
3754,CUST-00132,SUB-00132,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
3758,CUST-00133,SUB-00133,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
3795,CUST-00135,SUB-00135,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
3831,CUST-00136,SUB-00136,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
3867,CUST-00137,SUB-00137,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
3903,CUST-00138,SUB-00138,2023-11,recurring,5,39.0,195.0,Starter,USD,billing_v1,2023-11-01
3921,CUST-00139,SUB-00139,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
3954,CUST-00140,SUB-00140,2023-11,recurring,6,39.0,234.0,Starter,USD,billing_v1,2023-11-01
3990,CUST-00141,SUB-00141,2023-11,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-11-01
4026,CUST-00142,SUB-00142,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
4049,CUST-00143,SUB-00143,2023-11,recurring,5,39.0,195.0,Starter,USD,billing_v1,2023-11-01
4085,CUST-00144,SUB-00144,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
4121,CUST-00145,SUB-00145,2023-11,recurring,7,62.0,434.0,Growth,USD,billing_v1,2023-11-01
4131,CUST-00146,SUB-00146,2023-11,recurring,13,88.0,1144.0,Scale,USD,billing_v1,2023-11-01
4167,CUST-00147,SUB-00147,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
4203,CUST-00148,SUB-00148,2023-11,recurring,9,39.0,351.0,Starter,USD,billing_v1,2023-11-01
4239,CUST-00149,SUB-00149,2023-11,recurring,8,39.0,312.0,Starter,USD,billing_v1,2023-11-01
4275,CUST-00150,SUB-00150,2023-11,recurring,61,121.0,7381.0,Enterprise,USD,billing_v1,2023-11-01
4311,CUST-00151,SUB-00151,2023-11,recurring,23,88.0,2024.0,Scale,USD,billing_v1,2023-11-01
4347,CUST-00152,SUB-00152,2023-11,recurring,3,39.0,117.0,Starter,USD,billing_v1,2023-11-01
4383,CUST-00153,SUB-00153,2023-11,recurring,7,39.0,273.0,Starter,USD,billing_v1,2023-11-01
4418,CUST-00154,SUB-00154,2023-11,recurring,10,88.0,880.0,Scale,USD,billing_v1,2023-11-01
4433,CUST-00155,SUB-00155,2023-11,recurring,9,62.0,558.0,Growth,USD,billing_v1,2023-11-01
4441,CUST-00156,SUB-00156,2023-11,recurring,4,39.0,156.0,Starter,USD,billing_v1,2023-11-01
4470,CUST-00157,SUB-00157,2023-11,recurring,15,88.0,1320.0,Scale,USD,billing_v1,2023-11-01
4506,CUST-00158,SUB-00158,2023-11,recurring,6,62.0,372.0,Growth,USD,billing_v1,2023-11-01
