CustomerKey,MonthKey,Mrr,PriorMrr,Arr,Seats,SeatPrice,MovementType,MovementMrr,MovementArr,TenureMonths,OutlierFlag,IsActive
72,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
73,202404,3267.0,3267.0,39204.0,27,121.0,flat,0.0,0.0,8,0,1
74,202404,968.0,968.0,11616.0,11,88.0,flat,0.0,0.0,8,0,1
75,202404,390.0,390.0,4680.0,10,39.0,flat,0.0,0.0,8,0,1
76,202404,1936.0,1936.0,23232.0,22,88.0,flat,0.0,0.0,8,0,1
77,202404,1936.0,1936.0,23232.0,16,121.0,flat,0.0,0.0,8,0,1
78,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
79,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
80,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
81,202404,558.0,558.0,6696.0,9,62.0,flat,0.0,0.0,8,0,1
82,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
83,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
84,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
85,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
86,202404,968.0,968.0,11616.0,11,88.0,flat,0.0,0.0,8,0,1
87,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
88,202404,1056.0,1056.0,12672.0,12,88.0,flat,0.0,0.0,8,0,1
89,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
90,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
91,202404,3025.0,3025.0,36300.0,25,121.0,flat,0.0,0.0,8,0,1
92,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
93,202404,0.0,312.0,0.0,0,0.0,churn,-312.0,-3744.0,8,0,0
94,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
95,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
96,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
97,202404,496.0,496.0,5952.0,8,62.0,flat,0.0,0.0,8,0,1
98,202404,1056.0,1144.0,12672.0,12,88.0,contraction,-88.0,-1056.0,8,0,1
99,202404,5445.0,5445.0,65340.0,45,121.0,flat,0.0,0.0,8,0,1
100,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
101,202404,496.0,496.0,5952.0,8,62.0,flat,0.0,0.0,8,0,1
102,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
103,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
104,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
105,202404,1232.0,1232.0,14784.0,14,88.0,flat,0.0,0.0,8,0,1
106,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
107,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
108,202404,372.0,310.0,4464.0,6,62.0,expansion,62.0,744.0,8,0,1
109,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
111,202404,0.0,234.0,0.0,0,0.0,churn,-234.0,-2808.0,8,0,0
112,202404,792.0,792.0,9504.0,9,88.0,flat,0.0,0.0,8,0,1
113,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
114,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
115,202404,1144.0,1144.0,13728.0,13,88.0,flat,0.0,0.0,8,0,1
116,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
117,202404,390.0,390.0,4680.0,10,39.0,flat,0.0,0.0,8,0,1
118,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
119,202404,1232.0,1232.0,14784.0,14,88.0,flat,0.0,0.0,8,0,1
120,202404,390.0,390.0,4680.0,10,39.0,flat,0.0,0.0,8,0,1
121,202404,2299.0,2057.0,27588.0,19,121.0,expansion,242.0,2904.0,8,0,1
122,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
123,202404,1496.0,1496.0,17952.0,17,88.0,flat,0.0,0.0,8,0,1
124,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
125,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
126,202404,620.0,620.0,7440.0,10,62.0,flat,0.0,0.0,8,0,1
127,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
128,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
129,202404,156.0,156.0,1872.0,4,39.0,flat,0.0,0.0,8,0,1
130,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
131,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
133,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
135,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
136,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
137,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
138,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
139,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
140,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
141,202404,968.0,880.0,11616.0,11,88.0,expansion,88.0,1056.0,8,0,1
142,202404,248.0,372.0,2976.0,4,62.0,contraction,-124.0,-1488.0,8,0,1
143,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
144,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
145,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
146,202404,1144.0,1144.0,13728.0,13,88.0,flat,0.0,0.0,8,0,1
147,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
148,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
149,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
150,202404,7381.0,7381.0,88572.0,61,121.0,flat,0.0,0.0,8,0,1
151,202404,2024.0,2024.0,24288.0,23,88.0,flat,0.0,0.0,8,0,1
152,202404,117.0,117.0,1404.0,3,39.0,flat,0.0,0.0,8,0,1
153,202404,234.0,273.0,2808.0,6,39.0,contraction,-39.0,-468.0,8,0,1
154,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
155,202404,558.0,558.0,6696.0,9,62.0,flat,0.0,0.0,8,0,1
156,202404,156.0,156.0,1872.0,4,39.0,flat,0.0,0.0,8,0,1
157,202404,1584.0,1584.0,19008.0,18,88.0,flat,0.0,0.0,8,0,1
158,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
159,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
160,202404,1584.0,1584.0,19008.0,18,88.0,flat,0.0,0.0,8,0,1
161,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
162,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
163,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
164,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
165,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
167,202404,558.0,496.0,6696.0,9,62.0,expansion,62.0,744.0,8,0,1
168,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
169,202404,2299.0,2299.0,27588.0,19,121.0,flat,0.0,0.0,8,0,1
170,202404,156.0,156.0,1872.0,4,39.0,flat,0.0,0.0,8,0,1
171,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
172,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
173,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
174,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
175,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
176,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
177,202404,0.0,312.0,0.0,0,0.0,churn,-312.0,-3744.0,8,0,0
178,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
179,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
180,202404,351.0,312.0,4212.0,9,39.0,expansion,39.0,468.0,8,0,1
181,202404,156.0,156.0,1872.0,4,39.0,flat,0.0,0.0,8,0,1
182,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
183,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
184,202404,2464.0,2464.0,29568.0,28,88.0,flat,0.0,0.0,8,0,1
185,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
186,202404,1936.0,1936.0,23232.0,22,88.0,flat,0.0,0.0,8,0,1
187,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
189,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
190,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
191,202404,1144.0,1144.0,13728.0,13,88.0,flat,0.0,0.0,8,0,1
192,202404,156.0,156.0,1872.0,4,39.0,flat,0.0,0.0,8,0,1
193,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
194,202404,1496.0,1496.0,17952.0,17,88.0,flat,0.0,0.0,8,0,1
195,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
197,202404,1936.0,1936.0,23232.0,22,88.0,flat,0.0,0.0,8,0,1
198,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
199,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
200,202404,1584.0,1584.0,19008.0,18,88.0,flat,0.0,0.0,8,0,1
201,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
202,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
203,202404,682.0,682.0,8184.0,11,62.0,flat,0.0,0.0,8,0,1
204,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
206,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
207,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
208,202404,1584.0,1584.0,19008.0,18,88.0,flat,0.0,0.0,8,0,1
209,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
210,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
211,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
212,202404,156.0,156.0,1872.0,4,39.0,flat,0.0,0.0,8,0,1
213,202404,2541.0,2541.0,30492.0,21,121.0,flat,0.0,0.0,8,0,1
214,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
215,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
216,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
217,202404,1232.0,1232.0,14784.0,14,88.0,flat,0.0,0.0,8,0,1
219,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
221,202404,1320.0,1232.0,15840.0,15,88.0,expansion,88.0,1056.0,8,0,1
222,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
223,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
224,202404,1232.0,1232.0,14784.0,14,88.0,flat,0.0,0.0,8,0,1
225,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
226,202404,390.0,390.0,4680.0,10,39.0,flat,0.0,0.0,8,0,1
227,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
229,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
230,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
231,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
233,202404,1672.0,1672.0,20064.0,19,88.0,flat,0.0,0.0,8,0,1
234,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
235,202404,372.0,310.0,4464.0,6,62.0,expansion,62.0,744.0,8,0,1
236,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
237,202404,1056.0,1056.0,12672.0,12,88.0,flat,0.0,0.0,8,0,1
238,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
240,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
241,202404,620.0,620.0,7440.0,10,62.0,flat,0.0,0.0,8,0,1
242,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
243,202404,496.0,496.0,5952.0,8,62.0,flat,0.0,0.0,8,0,1
244,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
245,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
246,202404,1056.0,1056.0,12672.0,12,88.0,flat,0.0,0.0,8,0,1
247,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
248,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
249,202404,496.0,434.0,5952.0,8,62.0,expansion,62.0,744.0,8,0,1
250,202404,1408.0,1408.0,16896.0,16,88.0,flat,0.0,0.0,8,0,1
251,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
252,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
253,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
254,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
255,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
256,202404,496.0,496.0,5952.0,8,62.0,flat,0.0,0.0,8,0,1
257,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
258,202404,156.0,156.0,1872.0,4,39.0,flat,0.0,0.0,8,0,1
259,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
260,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
262,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
263,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
264,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
265,202404,1144.0,1144.0,13728.0,13,88.0,flat,0.0,0.0,8,0,1
266,202404,1496.0,1496.0,17952.0,17,88.0,flat,0.0,0.0,8,0,1
267,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
268,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
269,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
270,202404,3509.0,3509.0,42108.0,29,121.0,flat,0.0,0.0,8,0,1
271,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
272,202404,1232.0,1232.0,14784.0,14,88.0,flat,0.0,0.0,8,0,1
274,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
275,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
276,202404,1144.0,1144.0,13728.0,13,88.0,flat,0.0,0.0,8,0,1
277,202404,496.0,434.0,5952.0,8,62.0,expansion,62.0,744.0,8,0,1
279,202404,1320.0,1320.0,15840.0,15,88.0,flat,0.0,0.0,8,0,1
280,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
281,202404,1144.0,1144.0,13728.0,13,88.0,flat,0.0,0.0,8,0,1
282,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
283,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
285,202404,156.0,156.0,1872.0,4,39.0,flat,0.0,0.0,8,0,1
286,202404,156.0,156.0,1872.0,4,39.0,flat,0.0,0.0,8,0,1
287,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
289,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
290,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
291,202404,1320.0,1320.0,15840.0,15,88.0,flat,0.0,0.0,8,0,1
292,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
293,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
294,202404,968.0,968.0,11616.0,11,88.0,flat,0.0,0.0,8,0,1
295,202404,744.0,744.0,8928.0,12,62.0,flat,0.0,0.0,8,0,1
297,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
298,202404,4356.0,4356.0,52272.0,36,121.0,flat,0.0,0.0,8,0,1
299,202404,1056.0,1056.0,12672.0,12,88.0,flat,0.0,0.0,8,0,1
300,202404,1672.0,1672.0,20064.0,19,88.0,flat,0.0,0.0,8,0,1
301,202404,620.0,620.0,7440.0,10,62.0,flat,0.0,0.0,8,0,1
302,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
303,202404,310.0,310.0,3720.0,5,62.0,flat,0.0,0.0,8,0,1
304,202404,3146.0,3146.0,37752.0,26,121.0,flat,0.0,0.0,8,0,1
305,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
306,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
308,202404,273.0,234.0,3276.0,7,39.0,expansion,39.0,468.0,8,0,1
309,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
310,202404,1496.0,1496.0,17952.0,17,88.0,flat,0.0,0.0,8,0,1
311,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
312,202404,1056.0,1056.0,12672.0,12,88.0,flat,0.0,0.0,8,0,1
313,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
314,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
315,202404,1056.0,1056.0,12672.0,12,88.0,flat,0.0,0.0,8,0,1
316,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
317,202404,620.0,620.0,7440.0,10,62.0,flat,0.0,0.0,8,0,1
318,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
319,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
320,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
321,202404,195.0,156.0,2340.0,5,39.0,expansion,39.0,468.0,8,0,1
323,202404,558.0,558.0,6696.0,9,62.0,flat,0.0,0.0,8,0,1
324,202404,195.0,156.0,2340.0,5,39.0,expansion,39.0,468.0,8,0,1
325,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
326,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
327,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
328,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
329,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
330,202404,496.0,496.0,5952.0,8,62.0,flat,0.0,0.0,8,0,1
331,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
332,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
333,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
334,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
335,202404,0.0,3388.0,0.0,0,0.0,churn,-3388.0,-40656.0,8,0,0
336,202404,434.0,372.0,5208.0,7,62.0,expansion,62.0,744.0,8,0,1
337,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
338,202404,558.0,558.0,6696.0,9,62.0,flat,0.0,0.0,8,0,1
339,202404,2904.0,2904.0,34848.0,33,88.0,flat,0.0,0.0,8,0,1
341,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
342,202404,1408.0,1408.0,16896.0,16,88.0,flat,0.0,0.0,8,0,1
343,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
344,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
345,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
346,202404,434.0,372.0,5208.0,7,62.0,expansion,62.0,744.0,8,0,1
347,202404,1056.0,1056.0,12672.0,12,88.0,flat,0.0,0.0,8,0,1
348,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
349,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
351,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
352,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
353,202404,558.0,558.0,6696.0,9,62.0,flat,0.0,0.0,8,0,1
354,202404,1320.0,1320.0,15840.0,15,88.0,flat,0.0,0.0,8,0,1
355,202404,1584.0,1584.0,19008.0,18,88.0,flat,0.0,0.0,8,0,1
356,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
357,202404,310.0,310.0,3720.0,5,62.0,flat,0.0,0.0,8,0,1
358,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
359,202404,968.0,968.0,11616.0,11,88.0,flat,0.0,0.0,8,0,1
361,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
362,202404,390.0,390.0,4680.0,10,39.0,flat,0.0,0.0,8,0,1
363,202404,1848.0,1848.0,22176.0,21,88.0,flat,0.0,0.0,8,0,1
364,202404,1144.0,1144.0,13728.0,13,88.0,flat,0.0,0.0,8,0,1
365,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
366,202404,0.0,434.0,0.0,0,0.0,churn,-434.0,-5208.0,8,0,0
367,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
368,202404,1056.0,1056.0,12672.0,12,88.0,flat,0.0,0.0,8,0,1
369,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
370,202404,2904.0,2904.0,34848.0,33,88.0,flat,0.0,0.0,8,0,1
371,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
372,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
373,202404,1144.0,1144.0,13728.0,13,88.0,flat,0.0,0.0,8,0,1
374,202404,1760.0,1760.0,21120.0,20,88.0,flat,0.0,0.0,8,0,1
375,202404,3630.0,3630.0,43560.0,30,121.0,flat,0.0,0.0,8,0,1
376,202404,558.0,558.0,6696.0,9,62.0,flat,0.0,0.0,8,0,1
377,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
378,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
379,202404,704.0,704.0,8448.0,8,88.0,flat,0.0,0.0,8,0,1
381,202404,390.0,390.0,4680.0,10,39.0,flat,0.0,0.0,8,0,1
382,202404,1672.0,1672.0,20064.0,19,88.0,flat,0.0,0.0,8,0,1
383,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
384,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
385,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
386,202404,390.0,351.0,4680.0,10,39.0,expansion,39.0,468.0,8,0,1
387,202404,156.0,195.0,1872.0,4,39.0,contraction,-39.0,-468.0,8,0,1
388,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
389,202404,1232.0,1232.0,14784.0,14,88.0,flat,0.0,0.0,8,0,1
390,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
391,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
392,202404,6897.0,6897.0,82764.0,57,121.0,flat,0.0,0.0,8,0,1
393,202404,620.0,620.0,7440.0,10,62.0,flat,0.0,0.0,8,0,1
394,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
395,202404,234.0,234.0,2808.0,6,39.0,flat,0.0,0.0,8,0,1
396,202404,3608.0,3080.0,43296.0,41,88.0,expansion,528.0,6336.0,8,0,1
397,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
398,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
399,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
400,202404,620.0,620.0,7440.0,10,62.0,flat,0.0,0.0,8,0,1
401,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
402,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
403,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
404,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
405,202404,1320.0,1320.0,15840.0,15,88.0,flat,0.0,0.0,8,0,1
406,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
407,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
408,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
409,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
411,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
412,202404,195.0,195.0,2340.0,5,39.0,flat,0.0,0.0,8,0,1
414,202404,1232.0,1232.0,14784.0,14,88.0,flat,0.0,0.0,8,0,1
415,202404,496.0,496.0,5952.0,8,62.0,flat,0.0,0.0,8,0,1
416,202404,496.0,496.0,5952.0,8,62.0,flat,0.0,0.0,8,0,1
418,202404,880.0,880.0,10560.0,10,88.0,flat,0.0,0.0,8,0,1
420,202404,273.0,273.0,3276.0,7,39.0,flat,0.0,0.0,8,0,1
421,202404,434.0,434.0,5208.0,7,62.0,flat,0.0,0.0,8,0,1
422,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
423,202404,351.0,351.0,4212.0,9,39.0,flat,0.0,0.0,8,0,1
424,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
425,202404,5324.0,5324.0,63888.0,44,121.0,flat,0.0,0.0,8,0,1
426,202404,558.0,558.0,6696.0,9,62.0,flat,0.0,0.0,8,0,1
427,202404,1144.0,1144.0,13728.0,13,88.0,flat,0.0,0.0,8,0,1
428,202404,312.0,312.0,3744.0,8,39.0,flat,0.0,0.0,8,0,1
429,202404,156.0,156.0,1872.0,4,39.0,flat,0.0,0.0,8,0,1
430,202404,1144.0,1144.0,13728.0,13,88.0,flat,0.0,0.0,8,0,1
431,202404,372.0,372.0,4464.0,6,62.0,flat,0.0,0.0,8,0,1
432,202404,496.0,496.0,5952.0,8,62.0,flat,0.0,0.0,8,0,1
433,202404,558.0,558.0,6696.0,9,62.0,flat,0.0,0.0,8,0,1
434,202404,1408.0,1408.0,16896.0,16,88.0,flat,0.0,0.0,8,0,1
