MonthKey,CostCategory,CostCenter,GlAccount,Amount
202603,SM,sdr,Personnel,99000.0
202603,SM,sdr_manager,Personnel,32000.0
202604,COGS,cs_am,Personnel,96000.0
202604,COGS,infrastructure,Hosting,60611.56
202604,COGS,infrastructure,Third-party licences,36545.2
202604,GA,corporate,"Facilities, insurance, professional fees",58790.34
202604,GA,ga,Personnel,77500.0
202604,RD,engineering,Personnel,280000.0
202604,RD,engineering,R&D tooling,32314.39
202604,SM,ae,Personnel,120000.0
202604,SM,events,Marketing programmes,25216.67
202604,SM,inbound_content,Marketing programmes,26255.56
202604,SM,marketing,Marketing operations,17105.03
202604,SM,marketing,Personnel,70000.0
202604,SM,outbound_sdr,Marketing programmes,16454.55
202604,SM,paid_search,Marketing programmes,46466.67
202604,SM,paid_social,Marketing programmes,68000.0
202604,SM,partner,Marketing programmes,18000.0
202604,SM,sales,Sales commission,46200.44
202604,SM,sales_engineer,Personnel,49500.0
202604,SM,sdr,Personnel,99000.0
202604,SM,sdr_manager,Personnel,32000.0
202605,COGS,cs_am,Personnel,96000.0
202605,COGS,infrastructure,Hosting,62941.35
202605,COGS,infrastructure,Third-party licences,37949.93
202605,GA,corporate,"Facilities, insurance, professional fees",59525.22
202605,GA,ga,Personnel,77500.0
202605,RD,engineering,Personnel,280000.0
202605,RD,engineering,R&D tooling,32766.79
202605,SM,ae,Personnel,120000.0
202605,SM,events,Marketing programmes,25925.0
202605,SM,inbound_content,Marketing programmes,26916.67
202605,SM,marketing,Marketing operations,17301.73
202605,SM,marketing,Personnel,70000.0
202605,SM,outbound_sdr,Marketing programmes,17090.91
202605,SM,paid_search,Marketing programmes,47600.0
202605,SM,paid_social,Marketing programmes,70500.0
202605,SM,partner,Marketing programmes,18600.0
202605,SM,sales,Sales commission,43285.55
202605,SM,sales_engineer,Personnel,49500.0
202605,SM,sdr,Personnel,99000.0
202605,SM,sdr_manager,Personnel,32000.0
202606,COGS,cs_am,Personnel,108000.0
202606,COGS,infrastructure,Hosting,65878.52
202606,COGS,infrastructure,Third-party licences,39720.87
202606,GA,corporate,"Facilities, insurance, professional fees",60269.29
202606,GA,ga,Personnel,77500.0
202606,RD,engineering,Personnel,280000.0
202606,RD,engineering,R&D tooling,33225.52
202606,SM,ae,Personnel,120000.0
202606,SM,events,Marketing programmes,26633.33
202606,SM,inbound_content,Marketing programmes,27577.78
202606,SM,marketing,Marketing operations,17500.7
202606,SM,marketing,Personnel,70000.0
202606,SM,outbound_sdr,Marketing programmes,17727.27
202606,SM,paid_search,Marketing programmes,48733.33
202606,SM,paid_social,Marketing programmes,73000.0
202606,SM,partner,Marketing programmes,19200.0
202606,SM,sales,Sales commission,56413.32
202606,SM,sales_engineer,Personnel,49500.0
202606,SM,sdr,Personnel,99000.0
202606,SM,sdr_manager,Personnel,32000.0
202607,COGS,cs_am,Personnel,108000.0
202607,COGS,infrastructure,Hosting,67808.36
202607,COGS,infrastructure,Third-party licences,40884.45
202607,GA,corporate,"Facilities, insurance, professional fees",61022.65
202607,GA,ga,Personnel,77500.0
202607,RD,engineering,Personnel,297500.0
202607,RD,engineering,R&D tooling,33690.68
202607,SM,ae,Personnel,120000.0
202607,SM,events,Marketing programmes,27341.67
202607,SM,inbound_content,Marketing programmes,28238.89
202607,SM,marketing,Marketing operations,17701.96
202607,SM,marketing,Personnel,70000.0
202607,SM,outbound_sdr,Marketing programmes,18363.64
202607,SM,paid_search,Marketing programmes,49866.67
202607,SM,paid_social,Marketing programmes,75500.0
202607,SM,partner,Marketing programmes,19800.0
202607,SM,sales,Sales commission,29634.53
202607,SM,sales_engineer,Personnel,49500.0
202607,SM,sdr,Personnel,99000.0
202607,SM,sdr_manager,Personnel,32000.0
202608,COGS,cs_am,Personnel,108000.0
202608,COGS,infrastructure,Hosting,70121.11
202608,COGS,infrastructure,Third-party licences,42278.9
202608,GA,corporate,"Facilities, insurance, professional fees",61785.43
202608,GA,ga,Personnel,77500.0
202608,RD,engineering,Personnel,297500.0
202608,RD,engineering,R&D tooling,34162.35
202608,SM,ae,Personnel,120000.0
202608,SM,events,Marketing programmes,28050.0
202608,SM,inbound_content,Marketing programmes,28900.0
202608,SM,marketing,Marketing operations,17905.53
202608,SM,marketing,Personnel,70000.0
202608,SM,outbound_sdr,Marketing programmes,19000.0
202608,SM,paid_search,Marketing programmes,51000.0
202608,SM,paid_social,Marketing programmes,78000.0
202608,SM,partner,Marketing programmes,20400.0
202608,SM,sales,Sales commission,41111.52
202608,SM,sales_engineer,Personnel,49500.0
202608,SM,sdr,Personnel,99000.0
202608,SM,sdr_manager,Personnel,32000.0
