CustomerKey,CustomerId,CompanyName,Segment,Channel,ChannelLabel,ChannelGroup,Plan,Country,Industry,SignupMonth,CohortMonth,AcquisitionWindow,IsPreWindow,SegmentImputed,ChannelUnattributed,PlanImputed,IsChurned,ChurnMonth,EntryAcv
147,CUST-00147,Anchor Freight Works,SMB,inbound_content,Inbound / Content,Inbound,Starter,CA,Medical Devices,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
148,CUST-00148,Foundry Apparel Inc,SMB,paid_search,Paid Search,Paid,Starter,NL,Apparel,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,4212.0
149,CUST-00149,Iron Distribution Works,SMB,events,Events / Field,Inbound,Starter,US,Apparel,2022-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
150,CUST-00150,Willow Hardware Ltd,Enterprise,outbound_sdr,Outbound SDR,Outbound,Enterprise,DE,Chemicals,2022-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,88572.0
151,CUST-00151,Ridge Materials Inc,MidMarket,paid_search,Paid Search,Paid,Scale,US,Industrial Distribution,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,0,,24288.0
152,CUST-00152,Bright Foods Ltd,SMB,partner,Partner / Reseller,Partner,Starter,US,Retail,2023-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,1404.0
153,CUST-00153,Harbor Components Partners,SMB,paid_search,Paid Search,Paid,Starter,GB,Apparel,2021-12,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-08,3276.0
154,CUST-00154,Lakeshore Components Works,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,US,Industrial Distribution,2022-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-12,10560.0
155,CUST-00155,Orchard Hardware Works,SMB,paid_social,Paid Social,Paid,Growth,DE,Apparel,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-05,5952.0
156,CUST-00156,Lakeshore Paper Ltd,SMB,events,Events / Field,Inbound,Starter,US,Medical Devices,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-02,1872.0
157,CUST-00157,Foundry Components Works,MidMarket,paid_social,Paid Social,Paid,Scale,DE,Food & Beverage,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,0,,15840.0
158,CUST-00158,Halcyon Fulfilment Co,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,US,Chemicals,2022-10,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
159,CUST-00159,Anchor Packaging Ltd,SMB,paid_search,Paid Search,Paid,Starter,SE,3PL,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-02,3276.0
160,CUST-00160,Dune Packaging Works,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,DE,Industrial Distribution,2021-05,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-05,14784.0
161,CUST-00161,Sterling Paper Partners,SMB,paid_search,Paid Search,Paid,Starter,GB,Medical Devices,2021-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,2340.0
162,CUST-00162,Sterling Medical Supply Holdings,SMB,unattributed,Unattributed,Unknown,Growth,US,Medical Devices,2021-05,2023-09,Pre-window (no CAC),1,0,1,0,0,,4464.0
163,CUST-00163,Meridian Freight LLC,SMB,unattributed,Unattributed,Unknown,Growth,AU,Retail,2023-01,2023-09,Pre-window (no CAC),1,0,1,0,1,2025-02,4464.0
164,CUST-00164,Vantage Hardware Works,SMB,paid_search,Paid Search,Paid,Starter,US,Industrial Distribution,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,4212.0
165,CUST-00165,Vantage Beverage Group,SMB,paid_search,Paid Search,Paid,Starter,US,Apparel,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,0,,4212.0
166,CUST-00166,Prairie Components Partners,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,AU,Food & Beverage,2021-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-03,2808.0
167,CUST-00167,Foundry Industrial Works,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,DE,3PL,2022-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-02,5208.0
168,CUST-00168,Foundry Automotive Group,SMB,paid_search,Paid Search,Paid,Starter,SE,Retail,2021-12,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-12,4212.0
169,CUST-00169,Bluff Logistics Works,Enterprise,inbound_content,Inbound / Content,Inbound,Enterprise,US,Retail,2022-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,24684.0
170,CUST-00170,Bluff Automotive Ltd,SMB,paid_search,Paid Search,Paid,Starter,AU,Food & Beverage,2021-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-04,1872.0
171,CUST-00171,Northgate Components Holdings,SMB,events,Events / Field,Inbound,Starter,US,Chemicals,2021-11,2023-09,Pre-window (no CAC),1,0,0,0,0,,4212.0
172,CUST-00172,Kestrel Logistics Inc,SMB,paid_social,Paid Social,Paid,Starter,US,Retail,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-12,2808.0
173,CUST-00173,Harbor Wholesale Inc,SMB,paid_social,Paid Social,Paid,Starter,AU,Apparel,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,2340.0
174,CUST-00174,Anchor Medical Supply Works,SMB,partner,Partner / Reseller,Partner,Starter,AU,Industrial Distribution,2022-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-08,3276.0
175,CUST-00175,Quarry Hardware Inc,SMB,paid_social,Paid Social,Paid,Growth,US,Retail,2021-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
176,CUST-00176,Halcyon Supply Partners,SMB,events,Events / Field,Inbound,Starter,GB,Retail,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,0,,2340.0
177,CUST-00177,Halcyon Industrial Ltd,SMB,partner,Partner / Reseller,Partner,Starter,GB,Chemicals,2022-11,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-04,3744.0
178,CUST-00178,Beacon Hardware Co,SMB,partner,Partner / Reseller,Partner,Starter,US,Apparel,2021-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
179,CUST-00179,Meridian Logistics Group,SMB,unattributed,Unattributed,Unknown,Starter,US,Industrial Distribution,2023-07,2023-09,Pre-window (no CAC),1,0,1,0,1,2025-06,2340.0
180,CUST-00180,Iron Logistics Partners,SMB,partner,Partner / Reseller,Partner,Starter,DE,Automotive Parts,2022-10,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
181,CUST-00181,Cedar Foods Works,SMB,inbound_content,Inbound / Content,Inbound,Starter,US,Apparel,2022-05,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-10,1872.0
182,CUST-00182,Vantage Hardware Works,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,SE,Automotive Parts,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
183,CUST-00183,Ridge Foods Inc,SMB,paid_search,Paid Search,Paid,Starter,US,Medical Devices,2023-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
184,CUST-00184,Falcon Industrial Works,MidMarket,paid_search,Paid Search,Paid,Scale,US,Apparel,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-07,29568.0
185,CUST-00185,Iron Foods Ltd,SMB,inbound_content,Inbound / Content,Inbound,Starter,GB,3PL,2022-10,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
186,CUST-00186,Ember Apparel Works,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,US,Industrial Distribution,2022-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,15840.0
187,CUST-00187,Willow Materials Ltd,SMB,paid_social,Paid Social,Paid,Growth,US,Chemicals,2023-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-07,4464.0
188,CUST-00188,Foundry Apparel Holdings,SMB,paid_social,Paid Social,Paid,Starter,US,Chemicals,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-10,3744.0
189,CUST-00189,Prairie Apparel Co,SMB,inbound_content,Inbound / Content,Inbound,Starter,DE,Apparel,2021-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
190,CUST-00190,Falcon Industrial Holdings,SMB,inbound_content,Inbound / Content,Inbound,Starter,US,Chemicals,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
191,CUST-00191,Prairie Automotive Inc,MidMarket,paid_search,Paid Search,Paid,Scale,US,Chemicals,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,0,,13728.0
192,CUST-00192,Vantage Beverage LLC,SMB,inbound_content,Inbound / Content,Inbound,Starter,AU,Chemicals,2022-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,1872.0
193,CUST-00193,Sterling Automotive Ltd,SMB,paid_search,Paid Search,Paid,Growth,CA,Chemicals,2021-12,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
194,CUST-00194,Meridian Chemicals Co,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,CA,Retail,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-06,20064.0
195,CUST-00195,Trident Logistics Works,SMB,partner,Partner / Reseller,Partner,Growth,US,Food & Beverage,2022-10,2023-09,Pre-window (no CAC),1,1,0,0,0,,5208.0
196,CUST-00196,Sterling Wholesale Holdings,SMB,events,Events / Field,Inbound,Starter,SE,Automotive Parts,2021-11,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-11,2808.0
197,CUST-00197,Falcon Foods Group,MidMarket,paid_search,Paid Search,Paid,Scale,CA,Industrial Distribution,2021-11,2023-09,Pre-window (no CAC),1,0,0,0,0,,23232.0
198,CUST-00198,Ember Apparel Holdings,SMB,paid_search,Paid Search,Paid,Starter,GB,Chemicals,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-08,3276.0
199,CUST-00199,Halcyon Foods Co,MidMarket,paid_search,Paid Search,Paid,Scale,CA,Chemicals,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-03,10560.0
200,CUST-00200,Trident Packaging Holdings,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,NL,Chemicals,2023-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-11,15840.0
201,CUST-00201,Falcon Chemicals Inc,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,NL,Medical Devices,2021-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
202,CUST-00202,Foundry Packaging Works,SMB,unattributed,Unattributed,Unknown,Starter,NL,Medical Devices,2022-05,2023-09,Pre-window (no CAC),1,0,1,0,1,2025-05,4212.0
203,CUST-00203,Orchard Freight Group,SMB,partner,Partner / Reseller,Partner,Growth,CA,Industrial Distribution,2021-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,7440.0
204,CUST-00204,Ember Wholesale Inc,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,NL,Industrial Distribution,2022-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
205,CUST-00205,Bluff Supply LLC,SMB,inbound_content,Inbound / Content,Inbound,Growth,US,Medical Devices,2021-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-02,5208.0
206,CUST-00206,Falcon Distribution Partners,SMB,paid_search,Paid Search,Paid,Growth,US,3PL,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-12,5208.0
207,CUST-00207,Ember Components Works,SMB,partner,Partner / Reseller,Partner,Growth,SE,Medical Devices,2022-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,5208.0
208,CUST-00208,Copper Foods Partners,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,US,Apparel,2021-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,16896.0
209,CUST-00209,Falcon Fulfilment Co,SMB,paid_search,Paid Search,Paid,Starter,US,Industrial Distribution,2021-10,2023-09,Pre-window (no CAC),1,0,0,0,0,,2340.0
210,CUST-00210,Pioneer Materials Group,MidMarket,partner,Partner / Reseller,Partner,Scale,US,3PL,2023-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
211,CUST-00211,Bluff Medical Supply Partners,SMB,inbound_content,Inbound / Content,Inbound,Starter,CA,Chemicals,2023-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,2340.0
212,CUST-00212,Northgate Wholesale Works,SMB,events,Events / Field,Inbound,Starter,US,Retail,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-01,1872.0
213,CUST-00213,Harbor Fulfilment Co,Enterprise,partner,Partner / Reseller,Partner,Enterprise,CA,Automotive Parts,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,30492.0
214,CUST-00214,Prairie Packaging Holdings,SMB,inbound_content,Inbound / Content,Inbound,Starter,SE,Automotive Parts,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
215,CUST-00215,Harbor Automotive Group,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,AU,Apparel,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
216,CUST-00216,Granite Materials Inc,SMB,paid_social,Paid Social,Paid,Growth,US,Industrial Distribution,2021-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-06,4464.0
217,CUST-00217,Granite Wholesale Group,MidMarket,partner,Partner / Reseller,Partner,Scale,CA,3PL,2022-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,13728.0
218,CUST-00218,Anchor Industrial Co,SMB,paid_search,Paid Search,Paid,Growth,US,Automotive Parts,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-12,5952.0
219,CUST-00219,Prairie Chemicals Partners,SMB,inbound_content,Inbound / Content,Inbound,Starter,AU,3PL,2021-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
220,CUST-00220,Granite Industrial Holdings,SMB,inbound_content,Inbound / Content,Inbound,Starter,AU,Chemicals,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-12,2340.0
221,CUST-00221,Summit Beverage Ltd,MidMarket,paid_search,Paid Search,Paid,Scale,US,Medical Devices,2022-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-10,14784.0
222,CUST-00222,Ridge Freight Inc,SMB,paid_search,Paid Search,Paid,Starter,US,Medical Devices,2021-11,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
223,CUST-00223,Anchor Supply Holdings,SMB,paid_search,Paid Search,Paid,Starter,CA,Industrial Distribution,2023-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
224,CUST-00224,Foundry Chemicals LLC,MidMarket,paid_search,Paid Search,Paid,Scale,US,Apparel,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-04,14784.0
225,CUST-00225,Quarry Hardware LLC,SMB,inbound_content,Inbound / Content,Inbound,Growth,NL,Apparel,2022-11,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-07,5208.0
226,CUST-00226,Summit Foods Co,SMB,inbound_content,Inbound / Content,Inbound,Starter,US,Chemicals,2022-02,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-01,3744.0
227,CUST-00227,Foundry Fulfilment Group,SMB,inbound_content,Inbound / Content,Inbound,Starter,AU,Automotive Parts,2021-11,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
228,CUST-00228,Willow Foods Partners,MidMarket,events,Events / Field,Inbound,Scale,SE,Automotive Parts,2021-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-10,13728.0
229,CUST-00229,Falcon Foods Works,SMB,paid_search,Paid Search,Paid,Growth,US,Retail,2021-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-09,4464.0
230,CUST-00230,Foundry Distribution Ltd,SMB,paid_search,Paid Search,Paid,Starter,SE,Automotive Parts,2021-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
231,CUST-00231,Willow Supply Holdings,SMB,partner,Partner / Reseller,Partner,Starter,AU,Automotive Parts,2023-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,2340.0
232,CUST-00232,Prairie Automotive Inc,SMB,unattributed,Unattributed,Unknown,Starter,US,Retail,2021-11,2023-09,Pre-window (no CAC),1,0,1,0,1,2023-10,2340.0
233,CUST-00233,Cedar Packaging LLC,MidMarket,events,Events / Field,Inbound,Scale,DE,Industrial Distribution,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-06,20064.0
234,CUST-00234,Falcon Components Partners,SMB,inbound_content,Inbound / Content,Inbound,Growth,GB,Food & Beverage,2021-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-05,4464.0
235,CUST-00235,Ridge Medical Supply Inc,SMB,partner,Partner / Reseller,Partner,Growth,CA,Automotive Parts,2021-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-07,4464.0
236,CUST-00236,Halcyon Packaging LLC,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,US,Food & Beverage,2021-10,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-10,5208.0
237,CUST-00237,Ember Industrial LLC,MidMarket,paid_search,Paid Search,Paid,Scale,US,Food & Beverage,2022-10,2023-09,Pre-window (no CAC),1,0,0,0,0,,12672.0
238,CUST-00238,Ember Foods LLC,SMB,partner,Partner / Reseller,Partner,Starter,AU,Medical Devices,2022-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,4212.0
239,CUST-00239,Beacon Medical Supply LLC,SMB,partner,Partner / Reseller,Partner,Growth,US,Retail,2023-05,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-12,4464.0
240,CUST-00240,Bluff Logistics Inc,MidMarket,paid_search,Paid Search,Paid,Scale,DE,Chemicals,2021-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
241,CUST-00241,Copper Freight Partners,SMB,paid_social,Paid Social,Paid,Growth,GB,Apparel,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-06,6696.0
242,CUST-00242,Summit Industrial Co,SMB,inbound_content,Inbound / Content,Inbound,Growth,DE,Automotive Parts,2023-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-09,5208.0
243,CUST-00243,Copper Materials Group,SMB,events,Events / Field,Inbound,Growth,SE,Industrial Distribution,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-04,5952.0
244,CUST-00244,Copper Wholesale LLC,SMB,inbound_content,Inbound / Content,Inbound,Starter,CA,Automotive Parts,2022-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
245,CUST-00245,Copper Wholesale Ltd,SMB,events,Events / Field,Inbound,Starter,NL,Medical Devices,2021-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
246,CUST-00246,Sterling Industrial Works,MidMarket,paid_search,Paid Search,Paid,Scale,US,Retail,2021-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,11616.0
247,CUST-00247,Beacon Medical Supply Co,SMB,paid_search,Paid Search,Paid,Growth,GB,Food & Beverage,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
248,CUST-00248,Willow Automotive Group,SMB,paid_search,Paid Search,Paid,Starter,NL,Apparel,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-10,2340.0
249,CUST-00249,Anchor Beverage Holdings,SMB,paid_search,Paid Search,Paid,Growth,AU,Apparel,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-03,5208.0
250,CUST-00250,Bright Supply LLC,MidMarket,paid_social,Paid Social,Paid,Scale,CA,Medical Devices,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,16896.0
251,CUST-00251,Pioneer Fulfilment Works,SMB,paid_search,Paid Search,Paid,Growth,GB,Food & Beverage,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
252,CUST-00252,Sterling Beverage Co,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,US,Medical Devices,2022-10,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-04,3744.0
253,CUST-00253,Falcon Foods Partners,SMB,inbound_content,Inbound / Content,Inbound,Starter,SE,Food & Beverage,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-01,3744.0
254,CUST-00254,Iron Industrial Partners,SMB,events,Events / Field,Inbound,Starter,GB,Industrial Distribution,2023-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,2340.0
255,CUST-00255,Ridge Fulfilment Holdings,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,DE,Food & Beverage,2021-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
256,CUST-00256,Bluff Apparel Holdings,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,US,Medical Devices,2022-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,5208.0
257,CUST-00257,Bluff Hardware LLC,SMB,paid_search,Paid Search,Paid,Starter,CA,Medical Devices,2021-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-05,2808.0
258,CUST-00258,Kestrel Materials LLC,SMB,partner,Partner / Reseller,Partner,Starter,SE,Food & Beverage,2021-03,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-10,2340.0
259,CUST-00259,Pioneer Paper Works,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,GB,Food & Beverage,2022-09,2023-09,Pre-window (no CAC),1,0,0,0,0,,5208.0
260,CUST-00260,Prairie Supply LLC,SMB,inbound_content,Inbound / Content,Inbound,Growth,DE,Industrial Distribution,2021-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-10,4464.0
261,CUST-00261,Beacon Logistics Group,SMB,inbound_content,Inbound / Content,Inbound,Starter,US,Automotive Parts,2023-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-02,3276.0
262,CUST-00262,Orchard Freight Ltd,SMB,partner,Partner / Reseller,Partner,Starter,US,Apparel,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
263,CUST-00263,Anchor Supply Partners,SMB,paid_search,Paid Search,Paid,Growth,NL,3PL,2022-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-07,4464.0
264,CUST-00264,Lakeshore Distribution LLC,SMB,inbound_content,Inbound / Content,Inbound,Growth,AU,Medical Devices,2021-04,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-03,4464.0
265,CUST-00265,Quarry Medical Supply Co,MidMarket,inbound_content,Inbound / Content,Inbound,Scale,SE,Apparel,2023-01,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-09,13728.0
266,CUST-00266,Willow Apparel Partners,MidMarket,paid_search,Paid Search,Paid,Scale,US,Industrial Distribution,2021-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,15840.0
267,CUST-00267,Meridian Supply Co,SMB,paid_search,Paid Search,Paid,Growth,DE,Automotive Parts,2023-02,2023-09,Pre-window (no CAC),1,0,0,0,0,,5208.0
268,CUST-00268,Trident Supply Holdings,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,DE,Food & Beverage,2021-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-09,4464.0
269,CUST-00269,Prairie Supply Inc,SMB,paid_social,Paid Social,Paid,Starter,GB,Chemicals,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-10,2340.0
270,CUST-00270,Summit Foods Partners,Enterprise,outbound_sdr,Outbound SDR,Outbound,Enterprise,US,Retail,2022-01,2023-09,Pre-window (no CAC),1,0,0,0,0,,37752.0
271,CUST-00271,Lakeshore Apparel Partners,SMB,outbound_sdr,Outbound SDR,Outbound,Growth,AU,Industrial Distribution,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2026-05,5208.0
272,CUST-00272,Pioneer Industrial Ltd,MidMarket,paid_social,Paid Social,Paid,Scale,SE,Apparel,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,14784.0
273,CUST-00273,Summit Wholesale LLC,SMB,paid_search,Paid Search,Paid,Growth,SE,Retail,2023-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-03,5952.0
274,CUST-00274,Sterling Apparel Partners,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,US,Apparel,2021-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
275,CUST-00275,Pioneer Wholesale Holdings,SMB,inbound_content,Inbound / Content,Inbound,Starter,AU,Automotive Parts,2022-08,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-06,3744.0
276,CUST-00276,Granite Apparel Inc,MidMarket,paid_search,Paid Search,Paid,Scale,DE,Automotive Parts,2022-05,2023-09,Pre-window (no CAC),1,0,0,0,0,,13728.0
277,CUST-00277,Kestrel Materials Inc,SMB,paid_search,Paid Search,Paid,Growth,US,Chemicals,2021-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,4464.0
278,CUST-00278,Pioneer Paper Ltd,SMB,paid_search,Paid Search,Paid,Growth,US,Industrial Distribution,2021-09,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-03,5208.0
279,CUST-00279,Harbor Freight Group,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,CA,Automotive Parts,2022-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,15840.0
280,CUST-00280,Northgate Logistics Works,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,US,Food & Beverage,2021-09,2023-09,Pre-window (no CAC),1,1,0,0,0,,3276.0
281,CUST-00281,Meridian Components Co,MidMarket,paid_search,Paid Search,Paid,Scale,US,Retail,2023-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
282,CUST-00282,Copper Distribution Holdings,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,US,3PL,2023-06,2023-09,Pre-window (no CAC),1,0,0,0,0,,3276.0
283,CUST-00283,Dune Apparel Holdings,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,US,3PL,2022-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,3744.0
284,CUST-00284,Falcon Supply Group,SMB,paid_search,Paid Search,Paid,Starter,DE,Medical Devices,2021-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2024-02,3744.0
285,CUST-00285,Harbor Fulfilment Holdings,SMB,events,Events / Field,Inbound,Starter,US,Industrial Distribution,2023-04,2023-09,Pre-window (no CAC),1,0,0,0,0,,1872.0
286,CUST-00286,Sterling Wholesale Inc,SMB,paid_search,Paid Search,Paid,Starter,US,Industrial Distribution,2023-08,2023-09,Pre-window (no CAC),1,0,0,0,0,,1872.0
287,CUST-00287,Cedar Packaging Partners,SMB,inbound_content,Inbound / Content,Inbound,Starter,CA,3PL,2021-10,2023-09,Pre-window (no CAC),1,0,0,0,0,,2808.0
288,CUST-00288,Granite Hardware Partners,MidMarket,paid_search,Paid Search,Paid,Scale,SE,Medical Devices,2021-07,2023-09,Pre-window (no CAC),1,0,0,0,1,2023-11,16896.0
289,CUST-00289,Granite Industrial Partners,MidMarket,outbound_sdr,Outbound SDR,Outbound,Scale,SE,Apparel,2023-07,2023-09,Pre-window (no CAC),1,0,0,0,0,,10560.0
290,CUST-00290,Iron Fulfilment LLC,SMB,inbound_content,Inbound / Content,Inbound,Starter,US,Food & Beverage,2023-05,2023-09,Pre-window (no CAC),1,1,0,0,1,2024-06,2340.0
291,CUST-00291,Meridian Foods Co,MidMarket,partner,Partner / Reseller,Partner,Scale,SE,3PL,2021-03,2023-09,Pre-window (no CAC),1,0,0,0,0,,14784.0
292,CUST-00292,Beacon Apparel Partners,SMB,inbound_content,Inbound / Content,Inbound,Growth,US,Medical Devices,2021-11,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-01,4464.0
293,CUST-00293,Trident Components LLC,SMB,outbound_sdr,Outbound SDR,Outbound,Starter,SE,Food & Beverage,2022-06,2023-09,Pre-window (no CAC),1,0,0,0,1,2025-11,3744.0
