cohort,months_since,live_logos,cohort_size,cohort_mrr,cohort_mrr_m0,revenue_retention_pct,logo_retention_pct
2024-12,6,6,8,4806.0,6046.0,79.5,75.0
2024-12,7,5,8,4698.0,6046.0,77.7,62.5
2024-12,8,4,8,4386.0,6046.0,72.5,50.0
2024-12,9,4,8,4386.0,6046.0,72.5,50.0
2024-12,10,3,8,3766.0,6046.0,62.3,37.5
2024-12,11,4,8,4386.0,6046.0,72.5,50.0
2024-12,12,4,8,4731.96,6046.0,78.3,50.0
2024-12,13,4,8,4731.96,6046.0,78.3,50.0
2024-12,14,3,8,4000.36,6046.0,66.2,37.5
2024-12,15,3,8,4264.36,6046.0,70.5,37.5
2024-12,16,3,8,4264.36,6046.0,70.5,37.5
2024-12,17,3,8,4528.36,6046.0,74.9,37.5
2024-12,18,3,8,4528.36,6046.0,74.9,37.5
2024-12,19,3,8,4601.52,6046.0,76.1,37.5
2024-12,20,3,8,5026.68,6046.0,83.1,37.5
2025-01,0,9,9,12174.0,12174.0,100.0,100.0
2025-01,1,9,9,11822.0,12174.0,97.1,100.0
2025-01,2,9,9,11760.0,12174.0,96.6,100.0
2025-01,3,9,9,11335.0,12174.0,93.1,100.0
2025-01,4,9,9,11335.0,12174.0,93.1,100.0
2025-01,5,8,9,10963.0,12174.0,90.1,88.9
2025-01,6,8,9,11326.0,12174.0,93.0,88.9
2025-01,7,8,9,11326.0,12174.0,93.0,88.9
2025-01,8,8,9,11326.0,12174.0,93.0,88.9
2025-01,9,8,9,11502.0,12174.0,94.5,88.9
2025-01,10,8,9,11502.0,12174.0,94.5,88.9
2025-01,11,8,9,11502.0,12174.0,94.5,88.9
2025-01,12,8,9,12077.36,12174.0,99.2,88.9
2025-01,13,8,9,12077.36,12174.0,99.2,88.9
2025-01,14,8,9,12077.36,12174.0,99.2,88.9
2025-01,15,6,9,9279.32,12174.0,76.2,66.7
2025-01,16,6,9,9279.32,12174.0,76.2,66.7
2025-01,17,6,9,9279.32,12174.0,76.2,66.7
2025-01,18,6,9,9279.32,12174.0,76.2,66.7
2025-01,19,6,9,9191.32,12174.0,75.5,66.7
2025-02,0,12,12,26643.0,26643.0,100.0,100.0
2025-02,1,12,12,26581.0,26643.0,99.8,100.0
2025-02,2,12,12,26581.0,26643.0,99.8,100.0
2025-02,3,10,12,24631.0,26643.0,92.4,83.3
2025-02,4,10,12,24631.0,26643.0,92.4,83.3
2025-02,5,10,12,24631.0,26643.0,92.4,83.3
2025-02,6,10,12,24445.0,26643.0,91.8,83.3
2025-02,7,9,12,23825.0,26643.0,89.4,75.0
2025-02,8,9,12,25519.0,26643.0,95.8,75.0
2025-02,9,9,12,27151.0,26643.0,101.9,75.0
2025-02,10,9,12,27213.0,26643.0,102.1,75.0
2025-02,11,9,12,27151.0,26643.0,101.9,75.0
2025-02,12,9,12,27518.04,26643.0,103.3,75.0
2025-02,13,8,12,27005.92,26643.0,101.4,66.7
2025-02,14,7,12,26493.8,26643.0,99.4,58.3
2025-02,15,7,12,26493.8,26643.0,99.4,58.3
2025-02,16,7,12,26493.8,26643.0,99.4,58.3
2025-02,17,7,12,27050.96,26643.0,101.5,58.3
2025-02,18,7,12,26977.8,26643.0,101.3,58.3
2025-03,0,9,9,20618.0,20618.0,100.0,100.0
2025-03,1,9,9,20618.0,20618.0,100.0,100.0
2025-03,2,9,9,20742.0,20618.0,100.6,100.0
2025-03,3,8,9,20370.0,20618.0,98.8,88.9
2025-03,4,8,9,20722.0,20618.0,100.5,88.9
2025-03,5,8,9,21690.0,20618.0,105.2,88.9
2025-03,6,7,9,20884.0,20618.0,101.3,77.8
2025-03,7,7,9,20884.0,20618.0,101.3,77.8
2025-03,8,7,9,19795.0,20618.0,96.0,77.8
2025-03,9,6,9,20433.0,20618.0,99.1,66.7
2025-03,10,5,9,20791.0,20618.0,100.8,55.6
2025-03,11,5,9,20791.0,20618.0,100.8,55.6
2025-03,12,5,9,22475.28,20618.0,109.0,55.6
2025-03,13,5,9,23685.28,20618.0,114.9,55.6
2025-03,14,5,9,23685.28,20618.0,114.9,55.6
2025-03,15,5,9,24125.28,20618.0,117.0,55.6
2025-03,16,5,9,24565.28,20618.0,119.1,55.6
2025-03,17,5,9,24917.28,20618.0,120.9,55.6
2025-04,0,8,8,9957.0,9957.0,100.0,100.0
2025-04,1,7,8,10069.0,9957.0,101.1,87.5
2025-04,2,7,8,10069.0,9957.0,101.1,87.5
2025-04,3,6,8,9739.0,9957.0,97.8,75.0
2025-04,4,6,8,9739.0,9957.0,97.8,75.0
2025-04,5,6,8,9739.0,9957.0,97.8,75.0
2025-04,6,6,8,9739.0,9957.0,97.8,75.0
2025-04,7,6,8,9739.0,9957.0,97.8,75.0
2025-04,8,6,8,9739.0,9957.0,97.8,75.0
2025-04,9,6,8,9739.0,9957.0,97.8,75.0
2025-04,10,6,8,9739.0,9957.0,97.8,75.0
2025-04,11,6,8,9739.0,9957.0,97.8,75.0
2025-04,12,6,8,10096.12,9957.0,101.4,75.0
2025-04,13,6,8,10096.12,9957.0,101.4,75.0
2025-04,14,5,8,9760.0,9957.0,98.0,62.5
2025-04,15,5,8,9760.0,9957.0,98.0,62.5
2025-04,16,5,8,9686.84,9957.0,97.3,62.5
2025-05,0,20,20,51761.0,51761.0,100.0,100.0
2025-05,1,20,20,51699.0,51761.0,99.9,100.0
2025-05,2,19,20,48267.0,51761.0,93.2,95.0
2025-05,3,19,20,48567.0,51761.0,93.8,95.0
2025-05,4,18,20,48635.0,51761.0,94.0,90.0
2025-05,5,17,20,47645.0,51761.0,92.0,85.0
2025-05,6,17,20,48085.0,51761.0,92.9,85.0
2025-05,7,17,20,50197.0,51761.0,97.0,85.0
2025-05,8,17,20,50637.0,51761.0,97.8,85.0
2025-05,9,17,20,50513.0,51761.0,97.6,85.0
2025-05,10,16,20,47599.0,51761.0,92.0,80.0
2025-05,11,16,20,47537.0,51761.0,91.8,80.0
2025-05,12,16,20,48189.6,51761.0,93.1,80.0
2025-05,13,15,20,47780.32,51761.0,92.3,75.0
2025-05,14,15,20,48354.34,51761.0,93.4,75.0
2025-05,15,15,20,48354.34,51761.0,93.4,75.0
2025-06,0,15,15,17285.0,17285.0,100.0,100.0
2025-06,1,14,15,16851.0,17285.0,97.5,93.3
2025-06,2,14,15,17115.0,17285.0,99.0,93.3
2025-06,3,12,15,15999.0,17285.0,92.6,80.0
2025-06,4,12,15,15875.0,17285.0,91.8,80.0
2025-06,5,12,15,15875.0,17285.0,91.8,80.0
2025-06,6,11,15,15255.0,17285.0,88.3,73.3
2025-06,7,11,15,15118.0,17285.0,87.5,73.3
2025-06,8,11,15,15118.0,17285.0,87.5,73.3
2025-06,9,11,15,15454.0,17285.0,89.4,73.3
2025-06,10,11,15,15454.0,17285.0,89.4,73.3
2025-06,11,10,15,15251.0,17285.0,88.2,66.7
2025-06,12,10,15,15651.86,17285.0,90.6,66.7
2025-06,13,10,15,15957.84,17285.0,92.3,66.7
2025-06,14,10,15,15957.84,17285.0,92.3,66.7
2025-07,0,10,10,18075.0,18075.0,100.0,100.0
2025-07,1,8,10,17557.0,18075.0,97.1,80.0
2025-07,2,8,10,17557.0,18075.0,97.1,80.0
2025-07,3,8,10,18173.0,18075.0,100.5,80.0
2025-07,4,7,10,17677.0,18075.0,97.8,70.0
2025-07,5,7,10,17677.0,18075.0,97.8,70.0
2025-07,6,7,10,18546.0,18075.0,102.6,70.0
2025-07,7,7,10,18810.0,18075.0,104.1,70.0
2025-07,8,7,10,18986.0,18075.0,105.0,70.0
2025-07,9,7,10,18986.0,18075.0,105.0,70.0
2025-07,10,7,10,19250.0,18075.0,106.5,70.0
2025-07,11,7,10,19998.0,18075.0,110.6,70.0
2025-07,12,7,10,19998.0,18075.0,110.6,70.0
2025-07,13,7,10,19998.0,18075.0,110.6,70.0
2025-08,0,9,9,11342.0,11342.0,100.0,100.0
2025-08,1,9,9,11404.0,11342.0,100.5,100.0
2025-08,2,9,9,11466.0,11342.0,101.1,100.0
2025-08,3,9,9,11202.0,11342.0,98.8,100.0
2025-08,4,9,9,11202.0,11342.0,98.8,100.0
2025-08,5,9,9,12118.0,11342.0,106.8,100.0
2025-08,6,9,9,12118.0,11342.0,106.8,100.0
2025-08,7,9,9,12118.0,11342.0,106.8,100.0
2025-08,8,9,9,12366.0,11342.0,109.0,100.0
2025-08,9,9,9,12366.0,11342.0,109.0,100.0
2025-08,10,9,9,12281.0,11342.0,108.3,100.0
2025-08,11,9,9,12959.0,11342.0,114.3,100.0
2025-08,12,9,9,13907.5,11342.0,122.6,100.0
2025-09,0,17,17,53982.0,53982.0,100.0,100.0
2025-09,1,17,17,54357.0,53982.0,100.7,100.0
2025-09,2,16,17,54848.0,53982.0,101.6,94.1
2025-09,3,16,17,56494.0,53982.0,104.7,94.1
2025-09,4,16,17,56494.0,53982.0,104.7,94.1
2025-09,5,15,17,56160.0,53982.0,104.0,88.2
2025-09,6,15,17,56160.0,53982.0,104.0,88.2
2025-09,7,14,17,60446.0,53982.0,112.0,82.4
2025-09,8,14,17,61150.0,53982.0,113.3,82.4
2025-09,9,14,17,61751.0,53982.0,114.4,82.4
2025-09,10,14,17,62895.0,53982.0,116.5,82.4
2025-09,11,14,17,63181.0,53982.0,117.0,82.4
2025-10,0,10,10,14371.0,14371.0,100.0,100.0
2025-10,1,10,10,14837.0,14371.0,103.2,100.0
2025-10,2,9,10,14103.0,14371.0,98.1,90.0
2025-10,3,9,10,14142.0,14371.0,98.4,90.0
2025-10,4,9,10,14181.0,14371.0,98.7,90.0
2025-10,5,9,10,14005.0,14371.0,97.5,90.0
2025-10,6,9,10,14406.0,14371.0,100.2,90.0
2025-10,7,9,10,14383.0,14371.0,100.1,90.0
2025-10,8,8,10,12447.0,14371.0,86.6,80.0
2025-10,9,8,10,12408.0,14371.0,86.3,80.0
2025-10,10,7,10,12272.0,14371.0,85.4,70.0
2025-11,0,9,9,17002.0,17002.0,100.0,100.0
2025-11,1,9,9,17178.0,17002.0,101.0,100.0
2025-11,2,9,9,17178.0,17002.0,101.0,100.0
2025-11,3,8,9,13834.0,17002.0,81.4,88.9
2025-11,4,8,9,13834.0,17002.0,81.4,88.9
2025-11,5,8,9,13834.0,17002.0,81.4,88.9
2025-11,6,8,9,14274.0,17002.0,84.0,88.9
2025-11,7,8,9,14776.0,17002.0,86.9,88.9
2025-11,8,8,9,14776.0,17002.0,86.9,88.9
2025-11,9,8,9,15216.0,17002.0,89.5,88.9
2025-12,0,18,18,33472.0,33472.0,100.0,100.0
2025-12,1,18,18,35034.0,33472.0,104.7,100.0
2025-12,2,17,18,34662.0,33472.0,103.6,94.4
2025-12,3,16,18,34352.0,33472.0,102.6,88.9
2025-12,4,16,18,34476.0,33472.0,103.0,88.9
2025-12,5,16,18,34600.0,33472.0,103.4,88.9
2025-12,6,16,18,34864.0,33472.0,104.2,88.9
2025-12,7,16,18,36558.0,33472.0,109.2,88.9
2025-12,8,14,18,35122.0,33472.0,104.9,77.8
2026-01,0,14,14,40034.0,40034.0,100.0,100.0
2026-01,1,14,14,40298.0,40034.0,100.7,100.0
2026-01,2,14,14,40122.0,40034.0,100.2,100.0
2026-01,3,14,14,41332.0,40034.0,103.2,100.0
2026-01,4,14,14,43136.0,40034.0,107.7,100.0
2026-01,5,13,14,45801.0,40034.0,114.4,92.9
2026-01,6,13,14,47627.0,40034.0,119.0,92.9
2026-01,7,13,14,49618.0,40034.0,123.9,92.9
2026-02,0,18,18,51206.0,51206.0,100.0,100.0
2026-02,1,17,18,49094.0,51206.0,95.9,94.4
2026-02,2,17,18,49394.0,51206.0,96.5,94.4
2026-02,3,17,18,49570.0,51206.0,96.8,94.4
2026-02,4,17,18,51044.0,51206.0,99.7,94.4
2026-02,5,17,18,52133.0,51206.0,101.8,94.4
2026-02,6,16,18,51875.0,51206.0,101.3,88.9
2026-03,0,14,14,16726.0,16726.0,100.0,100.0
2026-03,1,14,14,16726.0,16726.0,100.0,100.0
2026-03,2,14,14,16726.0,16726.0,100.0,100.0
2026-03,3,12,14,15858.0,16726.0,94.8,85.7
2026-03,4,12,14,15972.0,16726.0,95.5,85.7
2026-03,5,12,14,16210.0,16726.0,96.9,85.7
2026-04,0,17,17,32351.0,32351.0,100.0,100.0
2026-04,1,16,17,31917.0,32351.0,98.7,94.1
2026-04,2,16,17,32155.0,32351.0,99.4,94.1
2026-04,3,16,17,33548.0,32351.0,103.7,94.1
2026-04,4,15,17,33114.0,32351.0,102.4,88.2
2026-05,0,16,16,30749.0,30749.0,100.0,100.0
2026-05,1,16,16,30886.0,30749.0,100.4,100.0
2026-05,2,16,16,30847.0,30749.0,100.3,100.0
2026-05,3,15,16,30815.0,30749.0,100.2,93.8
2026-06,0,22,22,39709.0,39709.0,100.0,100.0
2026-06,1,21,22,39213.0,39709.0,98.8,95.5
2026-06,2,21,22,39415.0,39709.0,99.3,95.5
2026-07,0,11,11,17665.0,17665.0,100.0,100.0
2026-07,1,9,11,16549.0,17665.0,93.7,81.8
2026-08,0,18,18,27328.0,27328.0,100.0,100.0
