policy,origin,method,horizon,actual,pred,err,ape
expanding,2025-12,drift,4,889938.42,804849.8592592592,-85088.56074074085,0.09561173990076847
expanding,2025-12,drift,5,925608.14,820604.274074074,-105003.86592592602,0.11344310987360809
expanding,2025-12,drift,6,968801.82,836358.6888888888,-132443.13111111114,0.13670817743830327
expanding,2025-12,log_linear,1,790963.62,710729.3697941786,-80234.25020582136,0.1014386100410299
expanding,2025-12,log_linear,2,841882.84,733401.2451560568,-108481.59484394314,0.12885592827137698
expanding,2025-12,log_linear,3,859142.06,756796.3408522424,-102345.71914775763,0.1191254903150215
expanding,2025-12,log_linear,4,889938.42,780937.727212984,-109000.69278701604,0.12248116312027077
expanding,2025-12,log_linear,5,925608.14,805849.2104993558,-119758.92950064421,0.12938404960509986
expanding,2025-12,log_linear,6,968801.82,831555.3563790459,-137246.46362095408,0.14166619094600183
expanding,2025-12,holt,1,790963.62,767600.9671673111,-23362.65283268888,0.02953694992026167
expanding,2025-12,holt,2,841882.84,796251.8907118395,-45630.949288160424,0.05420106827235061
expanding,2025-12,holt,3,859142.06,824902.8142563679,-34239.2457436322,0.03985283381846327
expanding,2025-12,holt,4,889938.42,853553.7378008963,-36384.68219910376,0.040884494231751174
expanding,2025-12,holt,5,925608.14,882204.6613454246,-43403.47865457542,0.04689185064273032
expanding,2025-12,holt,6,968801.82,910855.584889953,-57946.235110046924,0.05981226904595093
expanding,2025-12,driver_nrr,1,790963.62,768470.9879567315,-22492.63204326853,0.028436999470681765
expanding,2025-12,driver_nrr,2,841882.84,795179.1333910176,-46703.70660898241,0.0554753041515639
expanding,2025-12,driver_nrr,3,859142.06,821956.8168838854,-37185.24311611464,0.04328183294403563
expanding,2025-12,driver_nrr,4,889938.42,848804.219486528,-41134.20051347208,0.04622140092959699
expanding,2025-12,driver_nrr,5,925608.14,875721.522721528,-49886.617278472055,0.053896044257424155
expanding,2025-12,driver_nrr,6,968801.82,902708.9085840853,-66092.91141591466,0.0682212915495087
expanding,2026-01,naive,1,841882.84,790963.62,-50919.21999999997,0.060482548854422516
expanding,2026-01,naive,2,859142.06,790963.62,-68178.44000000006,0.07935642214978982
expanding,2026-01,naive,3,889938.42,790963.62,-98974.80000000005,0.11121533555096996
expanding,2026-01,naive,4,925608.14,790963.62,-134644.52000000002,0.14546600681363933
expanding,2026-01,naive,5,968801.82,790963.62,-177838.19999999995,0.18356509693592438
expanding,2026-01,naive,6,997181.74,790963.62,-206218.12,0.20680093881382144
expanding,2026-01,drift,1,841882.84,807910.0707142857,-33972.769285714254,0.040353321948828715
expanding,2026-01,drift,2,859142.06,824856.5214285714,-34285.538571428624,0.0399067164415494
expanding,2026-01,drift,3,889938.42,841802.9721428572,-48135.44785714289,0.05408851531226497
expanding,2026-01,drift,4,925608.14,858749.4228571429,-66858.71714285715,0.07223220524276844
expanding,2026-01,drift,5,968801.82,875695.8735714286,-93105.94642857136,0.09610422328538913
expanding,2026-01,drift,6,997181.74,892642.3242857143,-104539.41571428569,0.1048348676283279
expanding,2026-01,log_linear,1,841882.84,744301.4231086676,-97581.41689133237,0.11590854719325598
expanding,2026-01,log_linear,2,859142.06,768610.9906118267,-90531.0693881734,0.10537380673479471
expanding,2026-01,log_linear,3,889938.42,793714.530897845,-96223.889102155,0.1081242105517312
expanding,2026-01,log_linear,4,925608.14,819637.9758464145,-105970.16415358556,0.11448707025587043
expanding,2026-01,log_linear,5,968801.82,846408.1042962186,-122393.71570378134,0.12633514221079947
expanding,2026-01,log_linear,6,997181.74,874052.569707387,-123129.17029261298,0.12347716103647564
expanding,2026-01,holt,1,841882.84,814942.0129779904,-26940.82702200953,0.03200068434939181
expanding,2026-01,holt,2,859142.06,850601.7323723254,-8540.327627674676,0.009940530239754152
expanding,2026-01,holt,3,889938.42,886261.4517666604,-3676.968233339605,0.004131710858532891
expanding,2026-01,holt,4,925608.14,921921.1711609954,-3686.968839004636,0.003983293447489167
expanding,2026-01,holt,5,968801.82,957580.8905553303,-11220.92944466963,0.011582275356036831
expanding,2026-01,holt,6,997181.74,993240.6099496653,-3941.13005033473,0.003952268570756951
expanding,2026-01,driver_nrr,1,841882.84,824370.0860971528,-17512.75390284718,0.020801889610729186
expanding,2026-01,driver_nrr,2,859142.06,857989.3877550333,-1152.6722449667286,0.0013416550051882322
expanding,2026-01,driver_nrr,3,889938.42,891822.8809678907,1884.4609678906854,0.002117518387273004
expanding,2026-01,driver_nrr,4,925608.14,925871.9303691337,263.7903691336978,0.00028499141022430706
expanding,2026-01,driver_nrr,5,968801.82,960137.9092863718,-8663.910713628167,0.008942913333532101
expanding,2026-01,driver_nrr,6,997181.74,994622.1997968063,-2559.5402031936683,0.0025667740397990724
expanding,2026-02,naive,1,859142.06,841882.84,-17259.22000000009,0.020088901246436575
expanding,2026-02,naive,2,889938.42,841882.84,-48055.580000000075,0.05399876993736271
expanding,2026-02,naive,3,925608.14,841882.84,-83725.30000000005,0.09045436873534847
expanding,2026-02,naive,4,968801.82,841882.84,-126918.97999999998,0.1310061329158114
expanding,2026-02,naive,5,997181.74,841882.84,-155298.90000000002,0.15573780963939435
expanding,2026-02,naive,6,1031192.8,841882.84,-189309.96000000008,0.18358347730899602
expanding,2026-02,drift,1,859142.06,860000.7655172413,858.7055172412656,0.0009994918852433618
expanding,2026-02,drift,2,889938.42,878118.6910344827,-11819.728965517366,0.01328151330461423
expanding,2026-02,drift,3,925608.14,896236.6165517241,-29371.523448275868,0.03173213607248081
expanding,2026-02,drift,4,968801.82,914354.5420689655,-54447.27793103445,0.05620063547262375
expanding,2026-02,drift,5,997181.74,932472.4675862069,-64709.27241379314,0.06489215537961329
expanding,2026-02,drift,6,1031192.8,950590.3931034482,-80602.40689655184,0.07816424522800376
expanding,2026-02,log_linear,1,859142.06,781340.4314871432,-77801.6285128569,0.09055735033255954
expanding,2026-02,log_linear,2,889938.42,807501.2780241977,-82437.14197580237,0.09263241155023104
expanding,2026-02,log_linear,3,925608.14,834538.0422329322,-91070.09776706784,0.0983894737216419
expanding,2026-02,log_linear,4,968801.82,862480.0515957857,-106321.7684042143,0.10974563239798032
expanding,2026-02,log_linear,5,997181.74,891357.6155382091,-105824.1244617909,0.10612320725186053
expanding,2026-02,log_linear,6,1031192.8,921202.058306065,-109990.74169393501,0.10666360518996545
expanding,2026-02,holt,1,859142.06,881517.1608266131,22375.100826613023,0.026043540257606548
expanding,2026-02,holt,2,889938.42,921151.4816532262,31213.06165322615,0.03507328254602846
expanding,2026-02,holt,3,925608.14,960785.8024798392,35177.66247983917,0.038004919100905026
expanding,2026-02,holt,4,968801.82,1000420.1233064523,31618.303306452348,0.03263650279522839
expanding,2026-02,holt,5,997181.74,1040054.4441330654,42872.70413306542,0.04299387204288901
expanding,2026-02,holt,6,1031192.8,1079688.7649596785,48495.96495967847,0.04702899880573106
expanding,2026-02,driver_nrr,1,859142.06,880546.0568323219,21403.996832321864,0.024913221955775115
expanding,2026-02,driver_nrr,2,889938.42,919376.9929727571,29438.572972757043,0.033079337076780034
expanding,2026-02,driver_nrr,3,925608.14,958376.3759801746,32768.23598017462,0.03540184508335743
expanding,2026-02,driver_nrr,4,968801.82,997544.9365695616,28743.11656956165,0.029668726850205187
expanding,2026-02,driver_nrr,5,997181.74,1036883.4086257138,39701.66862571379,0.039813874475593376
expanding,2026-02,driver_nrr,6,1031192.8,1076392.5292169868,45199.7292169868,0.043832471693932305
expanding,2026-03,naive,1,889938.42,859142.06,-30796.359999999986,0.03460504604352286
expanding,2026-03,naive,2,925608.14,859142.06,-66466.07999999996,0.07180801154147148
expanding,2026-03,naive,3,968801.82,859142.06,-109659.7599999999,0.11319111683749716
expanding,2026-03,naive,4,997181.74,859142.06,-138039.67999999993,0.13842981119971162
expanding,2026-03,naive,5,1031192.8,859142.06,-172050.74,0.16684633562220372
expanding,2026-03,drift,1,889938.42,877231.3620000001,-12707.05799999996,0.014278581207899712
expanding,2026-03,drift,2,925608.14,895320.6640000001,-30287.475999999908,0.03272170445692051
expanding,2026-03,drift,3,968801.82,913409.966,-55391.853999999934,0.057175629583354766
expanding,2026-03,drift,4,997181.74,931499.268,-65682.47199999995,0.0658681054468566
expanding,2026-03,drift,5,1031192.8,949588.5700000001,-81604.22999999998,0.07913576394249454
expanding,2026-03,log_linear,1,889938.42,817452.511104126,-72485.90889587405,0.08145047709691423
expanding,2026-03,log_linear,2,925608.14,845307.6423869885,-80300.49761301151,0.08675431226545989
expanding,2026-03,log_linear,3,968801.82,874111.9521582,-94689.86784179998,0.09773915148280789
expanding,2026-03,log_linear,4,997181.74,903897.7841821283,-93283.95581787173,0.09354759726935205
expanding,2026-03,log_linear,5,1031192.8,934698.5843542082,-96494.21564579185,0.09357533881713666
expanding,2026-03,holt,1,889938.42,905486.4942989245,15548.074298924417,0.017470955236345922
expanding,2026-03,holt,2,925608.14,945324.7616028823,19716.621602882282,0.021301262111720714
expanding,2026-03,holt,3,968801.82,985163.0289068402,16361.2089068403,0.01688808646833498
expanding,2026-03,holt,4,997181.74,1025001.2962107982,27819.55621079821,0.02789818053707864
expanding,2026-03,holt,5,1031192.8,1064839.563514756,33646.76351475599,0.03262897444081843
expanding,2026-03,driver_nrr,1,889938.42,891452.1628875623,1513.7428875622572,0.0017009523957424572
expanding,2026-03,driver_nrr,2,925608.14,923894.202686995,-1713.937313004979,0.0018516878135978567
expanding,2026-03,driver_nrr,3,968801.82,956468.7181569885,-12333.10184301145,0.012730262875653401
expanding,2026-03,driver_nrr,4,997181.74,989176.2502562309,-8005.489743769052,0.00802811505931612
expanding,2026-03,driver_nrr,5,1031192.8,1022017.3421523918,-9175.457847608253,0.008897907207661121
expanding,2026-04,naive,1,925608.14,889938.42,-35669.71999999997,0.03853652367404631
expanding,2026-04,naive,2,968801.82,889938.42,-78863.3999999999,0.08140302626599102
expanding,2026-04,naive,3,997181.74,889938.42,-107243.31999999995,0.10754641375603202
expanding,2026-04,naive,4,1031192.8,889938.42,-141254.38,0.13698154215196226
expanding,2026-04,drift,1,925608.14,908437.6270967743,-17170.512903225725,0.018550520637411125
expanding,2026-04,drift,2,968801.82,926936.8341935484,-41864.98580645153,0.04321315767806003
expanding,2026-04,drift,3,997181.74,945436.0412903227,-51745.69870967732,0.05189194369892626
expanding,2026-04,drift,4,1031192.8,963935.2483870968,-67257.55161290325,0.06522306169409178
expanding,2026-04,log_linear,1,925608.14,854332.5896893468,-71275.55031065317,0.07700402279376364
expanding,2026-04,log_linear,2,968801.82,883870.9923145387,-84930.82768546126,0.0876658424170397
expanding,2026-04,log_linear,3,997181.74,914430.6801396359,-82751.05986036407,0.08298493297757746
expanding,2026-04,log_linear,4,1031192.8,946046.9639251045,-85145.83607489557,0.08257023912007103
expanding,2026-04,holt,1,925608.14,922002.888391995,-3605.2516080050264,0.0038950085378516943
expanding,2026-04,holt,2,968801.82,954067.35678399,-14734.463216009899,0.015208954929512726
expanding,2026-04,holt,3,997181.74,986131.825175985,-11049.914824014995,0.011081144369947043
expanding,2026-04,holt,4,1031192.8,1018196.2935679799,-12996.506432020105,0.012603371970809052
expanding,2026-04,driver_nrr,1,925608.14,924100.5738665857,-1507.5661334142787,0.0016287304186999466
expanding,2026-04,driver_nrr,2,968801.82,958353.461547178,-10448.358452821965,0.010784825376176487
expanding,2026-04,driver_nrr,3,997181.74,992697.3240284851,-4484.415971514885,0.004497089940209781
expanding,2026-04,driver_nrr,4,1031192.8,1027132.4029372698,-4060.397062730277,0.003937573131552389
expanding,2026-05,naive,1,968801.82,925608.14,-43193.679999999935,0.044584639611845424
expanding,2026-05,naive,2,997181.74,925608.14,-71573.59999999998,0.07177588310030625
expanding,2026-05,naive,3,1031192.8,925608.14,-105584.66000000003,0.10239080412508701
expanding,2026-05,drift,1,968801.82,944643.925625,-24157.894374999916,0.024935847431624268
expanding,2026-05,drift,2,997181.74,963679.71125,-33502.02874999994,0.03359671302244257
expanding,2026-05,drift,3,1031192.8,982715.496875,-48477.30312500009,0.04701090147739597
expanding,2026-05,log_linear,1,968801.82,892497.6599973292,-76304.16000267072,0.07876137144609278
expanding,2026-05,log_linear,2,997181.74,923751.360498843,-73430.37950115697,0.07363791027817755
expanding,2026-05,log_linear,3,1031192.8,956099.5106990163,-75093.28930098377,0.07282177426082084
expanding,2026-05,holt,1,968801.82,958575.1460522108,-10226.673947789124,0.010556001998209628
expanding,2026-05,holt,2,997181.74,991806.0008954345,-5375.739104565466,0.005390932153015022
expanding,2026-05,holt,3,1031192.8,1025036.8557386583,-6155.944261341705,0.005969731616960189
expanding,2026-05,driver_nrr,1,968801.82,963399.9513454158,-5401.868654584163,0.005575824222320477
expanding,2026-05,driver_nrr,2,997181.74,1001342.9181822609,4161.178182260948,0.004172938608222958
expanding,2026-05,driver_nrr,3,1031192.8,1039437.645085489,8244.845085488982,0.007995444775689843
expanding,2026-06,naive,1,997181.74,968801.82,-28379.920000000042,0.028460128040451324
expanding,2026-06,naive,2,1031192.8,968801.82,-62390.9800000001,0.06050370018099437
expanding,2026-06,drift,1,997181.74,988569.663030303,-8612.076969697024,0.008636416637249117
expanding,2026-06,drift,2,1031192.8,1008337.506060606,-22855.29393939406,0.02216393863436019
expanding,2026-06,log_linear,1,997181.74,932709.9375151997,-64471.80248480034,0.06465401430716164
expanding,2026-06,log_linear,2,1031192.8,965771.1885492164,-65421.611450783676,0.06344265732924403
expanding,2026-06,holt,1,997181.74,1001742.1779674226,4560.437967422651,0.004573326791385742
expanding,2026-06,holt,2,1031192.8,1037507.510639062,6314.710639061988,0.00612369543218493
expanding,2026-06,driver_nrr,1,997181.74,1006879.7071474368,9697.967147436808,0.009725375784996633
expanding,2026-06,driver_nrr,2,1031192.8,1045073.4911102782,13880.69111027813,0.013460810733238371
expanding,2026-07,naive,1,1031192.8,997181.74,-34011.060000000056,0.03298225123371697
expanding,2026-07,drift,1,1031192.8,1017202.8794117647,-13989.92058823537,0.01356673610234223
expanding,2026-07,log_linear,1,1031192.8,973176.6902908697,-58016.10970913037,0.05626116639791353
expanding,2026-07,holt,1,1031192.8,1033302.2346103801,2109.4346103800926,0.0020456258135046063
expanding,2026-07,driver_nrr,1,1031192.8,1031417.8257258689,225.02572586887982,0.00021821886835214502
rolling_24,2025-02,naive,1,498475.36,478380.1,-20095.26000000001,0.04031344698763046
rolling_24,2025-02,naive,2,509179.7,478380.1,-30799.600000000035,0.06048866441454762
rolling_24,2025-02,naive,3,558484.2,478380.1,-80104.09999999998,0.1434312734362046
rolling_24,2025-02,naive,4,578659.14,478380.1,-100279.04000000004,0.17329552592913341
rolling_24,2025-02,naive,5,590750.04,478380.1,-112369.94000000006,0.19021571289271524
rolling_24,2025-02,naive,6,611621.18,478380.1,-133241.08000000007,0.21784902870760633
rolling_24,2025-02,drift,1,498475.36,487904.6352941176,-10570.72470588237,0.021206112787365
rolling_24,2025-02,drift,2,509179.7,497429.17058823525,-11750.529411764757,0.023077372117868714
rolling_24,2025-02,drift,3,558484.2,506953.7058823529,-51530.49411764706,0.09226849052783778
rolling_24,2025-02,drift,4,578659.14,516478.24117647053,-62180.89882352948,0.10745686799923264
rolling_24,2025-02,drift,5,590750.04,526002.7764705882,-64747.263529411866,0.10960179288250554
rolling_24,2025-02,drift,6,611621.18,535527.3117647058,-76093.86823529424,0.1244133962713558
rolling_24,2025-02,log_linear,1,498475.36,477613.012857323,-20862.347142676997,0.041852313708499046
rolling_24,2025-02,log_linear,2,509179.7,489078.30864558095,-20101.39135441906,0.039477990490231755
rolling_24,2025-02,log_linear,3,558484.2,500818.833550244,-57665.366449755966,0.10325335336211118
rolling_24,2025-02,log_linear,4,578659.14,512841.1945588608,-65817.94544113922,0.11374216856082014
rolling_24,2025-02,log_linear,5,590750.04,525152.1572624197,-65597.88273758034,0.1110416898788197
rolling_24,2025-02,log_linear,6,611621.18,537758.6496626887,-73862.53033731133,0.12076516110398813
rolling_24,2025-02,holt,1,498475.36,495062.246470614,-3413.113529385999,0.00684710580155055
rolling_24,2025-02,holt,2,509179.7,511744.392941228,2564.692941227986,0.005036911214700794
rolling_24,2025-02,holt,3,558484.2,528426.539411842,-30057.660588157945,0.05382007331301037
rolling_24,2025-02,holt,4,578659.14,545108.685882456,-33550.454117543995,0.05797964950064384
rolling_24,2025-02,holt,5,590750.04,561790.83235307,-28959.20764693001,0.04902108452998159
rolling_24,2025-02,holt,6,611621.18,578472.978823684,-33148.20117631601,0.05419727481693163
rolling_24,2025-02,driver_nrr,1,498475.36,491484.3965237806,-6990.963476219389,0.014024692165766005
rolling_24,2025-02,driver_nrr,2,509179.7,504577.12760086777,-4602.572399132245,0.009039190680877978
rolling_24,2025-02,driver_nrr,3,558484.2,517658.303438567,-40825.89656143298,0.07310125615269507
rolling_24,2025-02,driver_nrr,4,578659.14,530727.9342351749,-47931.20576482511,0.08283150209089431
rolling_24,2025-02,driver_nrr,5,590750.04,543786.0301799878,-46964.00982001226,0.07949895326289315
rolling_24,2025-02,driver_nrr,6,611621.18,556832.6014533088,-54788.57854669122,0.0895792695516058
rolling_24,2025-03,naive,1,509179.7,498475.36,-10704.340000000026,0.02102271555602084
rolling_24,2025-03,naive,2,558484.2,498475.36,-60008.83999999997,0.10744948558974447
rolling_24,2025-03,naive,3,578659.14,498475.36,-80183.78000000003,0.13856824243716262
rolling_24,2025-03,naive,4,590750.04,498475.36,-92274.68000000005,0.15619919382485364
rolling_24,2025-03,naive,5,611621.18,498475.36,-113145.82000000007,0.18499329928371686
rolling_24,2025-03,naive,6,666924.5,498475.36,-168449.14,0.2525760262218587
rolling_24,2025-03,drift,1,509179.7,508587.15777777776,-592.5422222222551,0.0011637192571154252
rolling_24,2025-03,drift,2,558484.2,518698.9555555555,-39785.244444444426,0.07123790510894387
rolling_24,2025-03,drift,3,578659.14,528810.7533333333,-49848.386666666716,0.08614464582148779
rolling_24,2025-03,drift,4,590750.04,538922.5511111111,-51827.48888888897,0.08773167224650373
rolling_24,2025-03,drift,5,611621.18,549034.3488888888,-62586.83111111121,0.10232940447077259
rolling_24,2025-03,drift,6,666924.5,559146.1466666666,-107778.35333333339,0.16160502925493575
rolling_24,2025-03,log_linear,1,509179.7,493500.2288901137,-15679.471109886304,0.030793590376612234
rolling_24,2025-03,log_linear,2,558484.2,505688.1548726912,-52796.04512730875,0.09453453674662374
rolling_24,2025-03,log_linear,3,578659.14,518177.0848489049,-60482.05515109509,0.1045210400566646
rolling_24,2025-03,log_linear,4,590750.04,530974.4526843968,-59775.587315603276,0.1011859217404425
rolling_24,2025-03,log_linear,5,611621.18,544087.875838245,-67533.30416175502,0.1104168828191251
rolling_24,2025-03,log_linear,6,666924.5,557525.1598971565,-109399.34010284347,0.16403556939780062
rolling_24,2025-03,holt,1,509179.7,517631.81212926446,8452.112129264453,0.016599467985986976
rolling_24,2025-03,holt,2,558484.2,536788.264258529,-21695.93574147101,0.038847895323575875
rolling_24,2025-03,holt,3,578659.14,555944.7163877934,-22714.423612206592,0.039253546763655355
rolling_24,2025-03,holt,4,590750.04,575101.1685170579,-15648.871482942137,0.026489835672194175
rolling_24,2025-03,holt,5,611621.18,594257.6206463224,-17363.559353677672,0.028389401677812516
rolling_24,2025-03,holt,6,666924.5,613414.0727755869,-53510.42722441314,0.08023461010116309
rolling_24,2025-03,driver_nrr,1,509179.7,513197.5140929823,4017.8140929822694,0.007890758592658484
rolling_24,2025-03,driver_nrr,2,558484.2,527915.4247105871,-30568.77528941282,0.05473525533831185
rolling_24,2025-03,driver_nrr,3,578659.14,542629.093075943,-36030.04692405707,0.06226471584646026
rolling_24,2025-03,driver_nrr,4,590750.04,557338.5204118254,-33411.51958817465,0.056557794880851206
rolling_24,2025-03,driver_nrr,5,611621.18,572043.7079406577,-39577.47205934231,0.06470912609557163
rolling_24,2025-03,driver_nrr,6,666924.5,586744.656884511,-80179.843115489,0.12022326832420911
rolling_24,2025-04,naive,1,558484.2,509179.7,-49304.49999999994,0.0882827123847012
rolling_24,2025-04,naive,2,578659.14,509179.7,-69479.44,0.1200697184183421
rolling_24,2025-04,naive,3,590750.04,509179.7,-81570.34000000003,0.13807927968993455
rolling_24,2025-04,naive,4,611621.18,509179.7,-102441.48000000004,0.1674917143974642
rolling_24,2025-04,naive,5,666924.5,509179.7,-157744.8,0.23652572367636815
rolling_24,2025-04,naive,6,686898.22,509179.7,-177718.51999999996,0.2587261326721737
rolling_24,2025-04,drift,1,558484.2,519322.68421052635,-39161.515789473604,0.07012108093563543
rolling_24,2025-04,drift,2,578659.14,529465.6684210526,-49193.471578947385,0.08501286539593479
rolling_24,2025-04,drift,3,590750.04,539608.652631579,-51141.38736842107,0.08657026475769865
rolling_24,2025-04,drift,4,611621.18,549751.6368421053,-61869.54315789475,0.10115663940528473
rolling_24,2025-04,drift,5,666924.5,559894.6210526316,-107029.87894736836,0.16048275171682605
rolling_24,2025-04,drift,6,686898.22,570037.6052631579,-116860.61473684211,0.1701279917959929
rolling_24,2025-04,log_linear,1,558484.2,508861.4198891938,-49622.78011080617,0.08885261232243664
rolling_24,2025-04,log_linear,2,578659.14,521661.75857717206,-56997.38142282795,0.09849906012515063
rolling_24,2025-04,log_linear,3,590750.04,534784.0880157207,-55965.95198427932,0.09473711078255588
rolling_24,2025-04,log_linear,4,611621.18,548236.5078376704,-63384.67216232966,0.10363387376861223
rolling_24,2025-04,log_linear,5,666924.5,562027.3214209918,-104897.1785790082,0.15728493791877224
rolling_24,2025-04,log_linear,6,686898.22,576165.0410139852,-110733.1789860148,0.1612075497677295
rolling_24,2025-04,holt,1,558484.2,524036.2540177492,-34447.945982250734,0.06168114690129235
rolling_24,2025-04,holt,2,578659.14,538892.8080354985,-39766.33196450153,0.06872151360903334
rolling_24,2025-04,holt,3,590750.04,553749.3620532476,-37000.6779467524,0.0626333905059954
rolling_24,2025-04,holt,4,611621.18,568605.9160709969,-43015.26392900315,0.07032991226530635
rolling_24,2025-04,holt,5,666924.5,583462.4700887462,-83462.02991125383,0.12514464517535917
rolling_24,2025-04,holt,6,686898.22,598319.0241064953,-88579.19589350466,0.12895534347651194
rolling_24,2025-04,driver_nrr,1,558484.2,523442.6197922599,-35041.58020774007,0.0627440851643432
rolling_24,2025-04,driver_nrr,2,578659.14,537710.3646639844,-40948.77533601562,0.07076493311073531
rolling_24,2025-04,driver_nrr,3,590750.04,551982.9362474756,-38767.103752524476,0.06562353132049635
rolling_24,2025-04,driver_nrr,4,611621.18,566260.3361755875,-45360.84382441256,0.0741649329809222
rolling_24,2025-04,driver_nrr,5,666924.5,580542.5660817267,-86381.93391827331,0.12952280793144247
rolling_24,2025-04,driver_nrr,6,686898.22,594829.6275998524,-92068.59240014758,0.13403527585229089
rolling_24,2025-05,naive,1,578659.14,558484.2,-20174.94000000006,0.03486498113552663
rolling_24,2025-05,naive,2,590750.04,558484.2,-32265.840000000084,0.05461843049557827
rolling_24,2025-05,naive,3,611621.18,558484.2,-53136.9800000001,0.08687890762710358
rolling_24,2025-05,naive,4,666924.5,558484.2,-108440.30000000005,0.16259756539158488
rolling_24,2025-05,naive,5,686898.22,558484.2,-128414.02000000002,0.18694766744336594
rolling_24,2025-05,naive,6,701693.54,558484.2,-143209.34000000008,0.20409100531266125
rolling_24,2025-05,drift,1,578659.14,570585.26,-8073.880000000005,0.013952739085742263
rolling_24,2025-05,drift,2,590750.04,582686.32,-8063.7200000000885,0.013649969452393246
rolling_24,2025-05,drift,3,611621.18,594787.3799999999,-16833.800000000163,0.027523245679621756
rolling_24,2025-05,drift,4,666924.5,606888.44,-60036.060000000056,0.09001927504537628
rolling_24,2025-05,drift,5,686898.22,618989.5,-67908.71999999997,0.09886285627585405
rolling_24,2025-05,drift,6,701693.54,631090.5599999999,-70602.9800000001,0.10061797063145272
rolling_24,2025-05,log_linear,1,578659.14,530990.0756480038,-47669.064351996174,0.08237848684459761
rolling_24,2025-05,log_linear,2,590750.04,545005.2711476709,-45744.768852329114,0.07743506687249503
rolling_24,2025-05,log_linear,3,611621.18,559390.3901429038,-52230.78985709627,0.08539728767583926
rolling_24,2025-05,log_linear,4,666924.5,574155.1965640421,-92769.30343595787,0.13910015816776541
rolling_24,2025-05,log_linear,5,686898.22,589309.7120550795,-97588.50794492045,0.1420712779615595
rolling_24,2025-05,log_linear,6,701693.54,604864.2227758791,-96829.31722412095,0.13799374186075725
rolling_24,2025-05,holt,1,578659.14,578964.7074828701,305.5674828700721,0.0005280612743282204
rolling_24,2025-05,holt,2,590750.04,608575.2744580952,17825.23445809516,0.03017390309122139
rolling_24,2025-05,holt,3,611621.18,638185.8414333203,26564.66143332026,0.04343319411096957
rolling_24,2025-05,holt,4,666924.5,667796.4084085454,871.9084085454233,0.0013073569925012851
rolling_24,2025-05,holt,5,686898.22,697406.9753837705,10508.755383770564,0.01529885371339376
rolling_24,2025-05,holt,6,701693.54,727017.5423589956,25324.00235899561,0.03608983254854478
rolling_24,2025-05,driver_nrr,1,578659.14,579229.9996382042,570.859638204216,0.0009865214229645039
rolling_24,2025-05,driver_nrr,2,590750.04,599958.9334598498,9208.893459849758,0.015588477082201733
rolling_24,2025-05,driver_nrr,3,611621.18,620671.0151764239,9049.83517642389,0.014796471202033732
rolling_24,2025-05,driver_nrr,4,666924.5,641366.2584882668,-25558.241511733155,0.03832254102485837
rolling_24,2025-05,driver_nrr,5,686898.22,662044.6770845808,-24853.54291541921,0.03618227881769618
rolling_24,2025-05,driver_nrr,6,701693.54,682706.2846434388,-18987.255356561276,0.02705918506327032
rolling_24,2025-06,naive,1,590750.04,578659.14,-12090.900000000023,0.020467032046244164
rolling_24,2025-06,naive,2,611621.18,578659.14,-32962.04000000004,0.05389290148519715
rolling_24,2025-06,naive,3,666924.5,578659.14,-88265.35999999999,0.13234685485388523
rolling_24,2025-06,naive,4,686898.22,578659.14,-108239.07999999996,0.15757659118697376
rolling_24,2025-06,naive,5,701693.54,578659.14,-123034.40000000002,0.17533922287498901
rolling_24,2025-06,naive,6,741832.2,578659.14,-163173.05999999994,0.21995952723540438
rolling_24,2025-06,drift,1,590750.04,591144.6704761905,394.63047619047575,0.0006680159957170307
rolling_24,2025-06,drift,2,611621.18,603630.200952381,-7990.979047619039,0.01306524252090001
rolling_24,2025-06,drift,3,666924.5,616115.7314285714,-50808.768571428605,0.07618368881549352
rolling_24,2025-06,drift,4,686898.22,628601.2619047619,-58296.95809523808,0.08486986339146152
rolling_24,2025-06,drift,5,701693.54,641086.7923809524,-60606.747619047645,0.08637210429363172
rolling_24,2025-06,drift,6,741832.2,653572.3228571429,-88259.87714285706,0.11897552727268655
rolling_24,2025-06,log_linear,1,590750.04,553591.1535634315,-37158.88643656857,0.06290120003473647
rolling_24,2025-06,log_linear,2,611621.18,568782.4194927475,-42838.76050725253,0.07004132935234933
rolling_24,2025-06,log_linear,3,666924.5,584390.5536452094,-82533.94635479059,0.12375305803699008
rolling_24,2025-06,log_linear,4,686898.22,600426.9954305592,-86471.22456944082,0.12588651717490376
rolling_24,2025-06,log_linear,5,701693.54,616903.4981709173,-84790.04182908277,0.12083628677710609
rolling_24,2025-06,log_linear,6,741832.2,633832.1377149484,-108000.06228505156,0.14558556811776513
rolling_24,2025-06,holt,1,590750.04,608233.0388772808,17482.99887728074,0.029594579252640828
rolling_24,2025-06,holt,2,611621.18,637715.2675097005,26094.087509700446,0.04266380623002697
rolling_24,2025-06,holt,3,666924.5,667197.4961421201,272.99614212010056,0.00040933590251985126
rolling_24,2025-06,holt,4,686898.22,696679.7247745398,9781.504774539848,0.014240107907893325
rolling_24,2025-06,holt,5,701693.54,726161.9534069595,24468.413406959502,0.03487051257014494
rolling_24,2025-06,holt,6,741832.2,755644.1820393793,13811.982039379305,0.01861874159598263
rolling_24,2025-06,driver_nrr,1,590750.04,601674.7336096789,10924.693609678885,0.01849292064318588
